Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1_1 Spectral Count	C_1_2 Spectral Count	C_1_3 Spectral Count	C_1_4 Spectral Count	C_1_5 Spectral Count	C_1_6 Spectral Count	C_1_7 Spectral Count	C_1_8 Spectral Count	C_2_1 Spectral Count	C_2_2 Spectral Count	C_2_3 Spectral Count	C_2_4 Spectral Count	C_2_5 Spectral Count	C_2_6 Spectral Count	C_2_7 Spectral Count	C_2_8 Spectral Count	T_1_1 Spectral Count	T_1_2 Spectral Count	T_1_3 Spectral Count	T_1_4 Spectral Count	T_1_5 Spectral Count	T_1_6 Spectral Count	T_1_7 Spectral Count	T_1_8 Spectral Count	T_2_1 Spectral Count	T_2_2 Spectral Count	T_2_3 Spectral Count	T_2_4 Spectral Count	T_2_5 Spectral Count	T_2_6 Spectral Count	T_2_7 Spectral Count	T_2_8 Spectral Count	T_3_1 Spectral Count	T_3_2 Spectral Count	T_3_3 Spectral Count	T_3_4 Spectral Count	T_3_5 Spectral Count	T_3_6 Spectral Count	T_3_7 Spectral Count	T_3_8 Spectral Count	C_1_1 Unique Spectral Count	C_1_2 Unique Spectral Count	C_1_3 Unique Spectral Count	C_1_4 Unique Spectral Count	C_1_5 Unique Spectral Count	C_1_6 Unique Spectral Count	C_1_7 Unique Spectral Count	C_1_8 Unique Spectral Count	C_2_1 Unique Spectral Count	C_2_2 Unique Spectral Count	C_2_3 Unique Spectral Count	C_2_4 Unique Spectral Count	C_2_5 Unique Spectral Count	C_2_6 Unique Spectral Count	C_2_7 Unique Spectral Count	C_2_8 Unique Spectral Count	T_1_1 Unique Spectral Count	T_1_2 Unique Spectral Count	T_1_3 Unique Spectral Count	T_1_4 Unique Spectral Count	T_1_5 Unique Spectral Count	T_1_6 Unique Spectral Count	T_1_7 Unique Spectral Count	T_1_8 Unique Spectral Count	T_2_1 Unique Spectral Count	T_2_2 Unique Spectral Count	T_2_3 Unique Spectral Count	T_2_4 Unique Spectral Count	T_2_5 Unique Spectral Count	T_2_6 Unique Spectral Count	T_2_7 Unique Spectral Count	T_2_8 Unique Spectral Count	T_3_1 Unique Spectral Count	T_3_2 Unique Spectral Count	T_3_3 Unique Spectral Count	T_3_4 Unique Spectral Count	T_3_5 Unique Spectral Count	T_3_6 Unique Spectral Count	T_3_7 Unique Spectral Count	T_3_8 Unique Spectral Count	C_1_1 Total Spectral Count	C_1_2 Total Spectral Count	C_1_3 Total Spectral Count	C_1_4 Total Spectral Count	C_1_5 Total Spectral Count	C_1_6 Total Spectral Count	C_1_7 Total Spectral Count	C_1_8 Total Spectral Count	C_2_1 Total Spectral Count	C_2_2 Total Spectral Count	C_2_3 Total Spectral Count	C_2_4 Total Spectral Count	C_2_5 Total Spectral Count	C_2_6 Total Spectral Count	C_2_7 Total Spectral Count	C_2_8 Total Spectral Count	T_1_1 Total Spectral Count	T_1_2 Total Spectral Count	T_1_3 Total Spectral Count	T_1_4 Total Spectral Count	T_1_5 Total Spectral Count	T_1_6 Total Spectral Count	T_1_7 Total Spectral Count	T_1_8 Total Spectral Count	T_2_1 Total Spectral Count	T_2_2 Total Spectral Count	T_2_3 Total Spectral Count	T_2_4 Total Spectral Count	T_2_5 Total Spectral Count	T_2_6 Total Spectral Count	T_2_7 Total Spectral Count	T_2_8 Total Spectral Count	T_3_1 Total Spectral Count	T_3_2 Total Spectral Count	T_3_3 Total Spectral Count	T_3_4 Total Spectral Count	T_3_5 Total Spectral Count	T_3_6 Total Spectral Count	T_3_7 Total Spectral Count	T_3_8 Total Spectral Count	C_1_1 Intensity	C_1_2 Intensity	C_1_3 Intensity	C_1_4 Intensity	C_1_5 Intensity	C_1_6 Intensity	C_1_7 Intensity	C_1_8 Intensity	C_2_1 Intensity	C_2_2 Intensity	C_2_3 Intensity	C_2_4 Intensity	C_2_5 Intensity	C_2_6 Intensity	C_2_7 Intensity	C_2_8 Intensity	T_1_1 Intensity	T_1_2 Intensity	T_1_3 Intensity	T_1_4 Intensity	T_1_5 Intensity	T_1_6 Intensity	T_1_7 Intensity	T_1_8 Intensity	T_2_1 Intensity	T_2_2 Intensity	T_2_3 Intensity	T_2_4 Intensity	T_2_5 Intensity	T_2_6 Intensity	T_2_7 Intensity	T_2_8 Intensity	T_3_1 Intensity	T_3_2 Intensity	T_3_3 Intensity	T_3_4 Intensity	T_3_5 Intensity	T_3_6 Intensity	T_3_7 Intensity	T_3_8 Intensity	C_1_1 MaxLFQ Intensity	C_1_2 MaxLFQ Intensity	C_1_3 MaxLFQ Intensity	C_1_4 MaxLFQ Intensity	C_1_5 MaxLFQ Intensity	C_1_6 MaxLFQ Intensity	C_1_7 MaxLFQ Intensity	C_1_8 MaxLFQ Intensity	C_2_1 MaxLFQ Intensity	C_2_2 MaxLFQ Intensity	C_2_3 MaxLFQ Intensity	C_2_4 MaxLFQ Intensity	C_2_5 MaxLFQ Intensity	C_2_6 MaxLFQ Intensity	C_2_7 MaxLFQ Intensity	C_2_8 MaxLFQ Intensity	T_1_1 MaxLFQ Intensity	T_1_2 MaxLFQ Intensity	T_1_3 MaxLFQ Intensity	T_1_4 MaxLFQ Intensity	T_1_5 MaxLFQ Intensity	T_1_6 MaxLFQ Intensity	T_1_7 MaxLFQ Intensity	T_1_8 MaxLFQ Intensity	T_2_1 MaxLFQ Intensity	T_2_2 MaxLFQ Intensity	T_2_3 MaxLFQ Intensity	T_2_4 MaxLFQ Intensity	T_2_5 MaxLFQ Intensity	T_2_6 MaxLFQ Intensity	T_2_7 MaxLFQ Intensity	T_2_8 MaxLFQ Intensity	T_3_1 MaxLFQ Intensity	T_3_2 MaxLFQ Intensity	T_3_3 MaxLFQ Intensity	T_3_4 MaxLFQ Intensity	T_3_5 MaxLFQ Intensity	T_3_6 MaxLFQ Intensity	T_3_7 MaxLFQ Intensity	T_3_8 MaxLFQ Intensity	Indistinguishable Proteins
rev_sp|P0A6U5|RSMG_ECOLI	rev_P0A6U5	rev_RSMG_ECOLI	rev_rsmG	207	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Ribosomal RNA small subunit methyltransferase G	0.27	0.9569	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5551158E7	0.0	0.0	0.0	0.0	0.0	0.0	2.0492258E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.560898E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5551158E7	0.0	0.0	0.0	0.0	0.0	0.0	2.0492258E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.560898E7	0.0	0.0	0.0	
rev_sp|P0A749|MURA_ECOLI	rev_P0A749	rev_MURA_ECOLI	rev_murA	419	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.79	0.9957	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4832936E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
rev_sp|P0A988|DPO3B_ECOLI	rev_P0A988	rev_DPO3B_ECOLI	rev_dnaN	366	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Beta sliding clamp	0.43	0.9782	1	4	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	1.47255168E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1788112E7	2.28362112E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04442992E8	0.0	0.0	0.0	0.0	0.0	0.0	1.47255168E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1788112E7	2.28362112E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04442992E8	0.0	0.0	0.0	0.0	
rev_sp|P0A9B2|G3P1_ECOLI	rev_P0A9B2	rev_G3P1_ECOLI	rev_gapA	331	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase A	0.91	0.9886	2	9	9	9	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	2.61534928E8	0.0	0.0	0.0	0.0	1.63631408E8	2.03005232E8	2.39937072E8	0.0	0.0	0.0	0.0	0.0	7.7465299E8	0.0	2.1454592E8	0.0	0.0	0.0	0.0	0.0	1.34627984E8	1.92320304E8	2.75376E8	1.08385304E8	0.0	0.0	0.0	0.0	9.6432328E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61534928E8	0.0	0.0	0.0	0.0	1.63631408E8	2.03005232E8	2.39937072E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1454592E8	0.0	0.0	0.0	0.0	0.0	1.34627984E8	1.92320304E8	2.75376E8	1.08385304E8	0.0	0.0	0.0	0.0	9.6432328E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
rev_sp|P0AAF3|ARAG_ECOLI	rev_P0AAF3	rev_ARAG_ECOLI	rev_araG	504	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Arabinose import ATP-binding protein AraG	0.39	0.9741	1	2	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4894254E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	rev_sp|P75906|PGAB_ECOLI
rev_sp|P0ABJ9|CYDA_ECOLI	rev_P0ABJ9	rev_CYDA_ECOLI	rev_cydA	522	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Cytochrome bd-I ubiquinol oxidase subunit 1	0.9	0.9931	2	37	37	37	2	2	2	2	0	0	0	0	2	2	2	0	0	0	0	0	2	2	1	1	0	0	0	0	3	2	2	2	0	0	0	0	3	1	2	1	1	0	0	0	2	2	2	2	0	0	0	0	2	2	2	0	0	0	0	0	2	2	1	1	0	0	0	0	3	2	2	2	0	0	0	0	3	1	2	1	1	0	0	0	2	2	2	2	0	0	0	0	2	2	2	0	0	0	0	0	2	2	1	1	0	0	0	0	3	2	2	2	0	0	0	0	3	1	2	1	1	0	0	0	3.93314368E8	7.2664813E8	5.516665E8	3.79827712E8	0.0	0.0	0.0	0.0	6.0010944E8	5.8594835E8	6.879497E8	0.0	0.0	0.0	0.0	0.0	3.50522208E8	2.6218392E7	5.4340966E8	2.46941328E8	0.0	0.0	0.0	0.0	7.4225485E8	5.05884096E8	4.71050944E8	1.89059136E8	0.0	0.0	0.0	0.0	4.20394432E8	3.23778944E8	4.36356096E8	3.15892288E8	2.8359454E7	0.0	0.0	0.0	3.93314368E8	7.2664813E8	5.516665E8	3.79827712E8	0.0	0.0	0.0	0.0	6.0010944E8	5.8594835E8	6.879497E8	0.0	0.0	0.0	0.0	0.0	3.50522208E8	2.6218392E7	5.4340966E8	2.46941328E8	0.0	0.0	0.0	0.0	5.03044192E8	5.05884096E8	4.71050944E8	1.89059136E8	0.0	0.0	0.0	0.0	2.85896064E8	3.23778944E8	4.36356096E8	3.15892288E8	2.8359454E7	0.0	0.0	0.0	
rev_sp|P0ABT2|DPS_ECOLI	rev_P0ABT2	rev_DPS_ECOLI	rev_dps	167	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	DNA protection during starvation protein	1.0	0.9955	2	10	10	10	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	9.8160392E7	0.0	1.06477264E8	3091074.5	0.0	0.0	0.0	4.4996032E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13085312E8	0.0	0.0	0.0	0.0	0.0	0.0	7.0270464E7	0.0	9.1638256E7	0.0	0.0	0.0	0.0	1.16098896E8	0.0	0.0	2.23218096E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06477264E8	3091074.5	0.0	0.0	0.0	4.4996032E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13085312E8	0.0	0.0	0.0	0.0	0.0	0.0	7.0270464E7	0.0	9.1638256E7	0.0	0.0	0.0	0.0	1.16098896E8	0.0	0.0	2.23218096E8	0.0	0.0	0.0	0.0	
rev_sp|P0AD03|YEBS_ECOLI	rev_P0AD03	rev_YEBS_ECOLI	rev_yebS	427	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Intermembrane transport protein YebS	0.43	0.9783	1	16	16	16	1	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	6.7982008E7	1.113574E8	5.9044356E7	1.8895846E7	0.0	0.0	0.0	0.0	1.39882544E8	8.6354464E7	0.0	0.0	0.0	0.0	0.0	0.0	5.5644812E7	3981046.0	1.24359632E8	0.0	0.0	0.0	0.0	0.0	6.6694408E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.084664E7	0.0	6.38777E7	1.7061882E7	0.0	0.0	0.0	0.0	6.7982008E7	1.113574E8	5.9044356E7	1.8895846E7	0.0	0.0	0.0	0.0	1.39882544E8	8.6354464E7	0.0	0.0	0.0	0.0	0.0	0.0	5.5644812E7	3981046.0	1.24359632E8	0.0	0.0	0.0	0.0	0.0	6.6694408E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.084664E7	0.0	6.38777E7	1.7061882E7	0.0	0.0	0.0	0.0	
rev_sp|P0ADK6|YIBA_ECOLI	rev_P0ADK6	rev_YIBA_ECOLI	rev_yibA	280	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Protein YibA	0.66	0.9702	2	6	6	6	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.332726E7	0.0	7.126528E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1784188E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2831556E7	4.6927172E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.332726E7	0.0	7.126528E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1784188E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2831556E7	4.6927172E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
rev_sp|P0AE78|CORC_ECOLI	rev_P0AE78	rev_CORC_ECOLI	rev_corC	292	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Magnesium and cobalt efflux protein CorC	0.67	0.9919	1	5	5	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	2153373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4073664.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7393513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6804915.5	1.1439414E7	0.0	0.0	0.0	0.0	0.0	2153373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4073664.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7393513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6804915.5	1.1439414E7	0.0	0.0	0.0	0.0	
rev_sp|P0AGI8|TRKA_ECOLI	rev_P0AGI8	rev_TRKA_ECOLI	rev_trkA	458	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Trk system potassium uptake protein TrkA	0.97	0.9862	1	14	14	14	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	8.6684152E7	5.4374628E7	0.0	0.0	4.0399952E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.345272E8	2.1918374E7	0.0	0.0	0.0	6.0534748E7	0.0	0.0	1.0943528E8	0.0	0.0	0.0	0.0	3.845366E7	0.0	0.0	0.0	1.90462672E8	0.0	0.0	0.0	8.6684152E7	5.4374628E7	0.0	0.0	3.7788192E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.345272E8	2.1918374E7	0.0	0.0	0.0	6.0534748E7	0.0	0.0	1.0943528E8	0.0	0.0	0.0	0.0	3.845366E7	0.0	0.0	0.0	1.76702672E8	0.0	0.0	0.0	
rev_sp|P0CF88|INSI1_ECOLI	rev_P0CF88	rev_INSI1_ECOLI	rev_insI1	383	Escherichia coli (strain K12) OX=83333	3:Protein inferred from homology	Transposase InsI for insertion sequence element IS30A	0.75	0.9803	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	rev_sp|P0CF89|INSI3_ECOLI, rev_sp|P0CF90|INSI4_ECOLI
rev_sp|P0CF91|INSL1_ECOLI	rev_P0CF91	rev_INSL1_ECOLI	rev_insL1	370	Escherichia coli (strain K12) OX=83333	3:Protein inferred from homology	Putative transposase InsL for insertion sequence element IS186A	0.75	0.9944	1	60	60	60	2	4	4	6	0	0	0	0	1	4	4	4	0	0	0	0	1	0	5	4	0	0	0	0	2	1	3	1	0	0	0	0	3	2	5	4	0	0	0	0	2	4	4	6	0	0	0	0	1	4	4	4	0	0	0	0	1	0	5	4	0	0	0	0	2	1	3	1	0	0	0	0	3	2	5	4	0	0	0	0	2	4	4	6	0	0	0	0	1	4	4	4	0	0	0	0	1	0	5	4	0	0	0	0	2	1	3	1	0	0	0	0	3	2	5	4	0	0	0	0	4.71948064E8	1.90789248E9	1.99759693E9	1.89479078E9	0.0	0.0	0.0	0.0	7.0952614E8	2.15444966E9	3.16506138E9	3.3146432E9	0.0	0.0	0.0	0.0	5.3691629E8	0.0	2.98664269E9	1.38996339E9	0.0	0.0	0.0	0.0	2.01969152E8	3.23575136E8	3.07329856E8	1.21121568E8	0.0	0.0	0.0	0.0	5.00563936E8	5.7066714E8	2.31369574E9	2.23960678E9	0.0	0.0	0.0	0.0	4.71948064E8	1.90789248E9	1.99759693E9	1.89479078E9	0.0	0.0	0.0	0.0	7.0952614E8	2.15444966E9	3.16506138E9	3.3146432E9	0.0	0.0	0.0	0.0	5.3691629E8	0.0	2.98664269E9	1.38996339E9	0.0	0.0	0.0	0.0	2.01969152E8	3.23575136E8	3.07329856E8	1.21121568E8	0.0	0.0	0.0	0.0	5.00563936E8	5.7066714E8	2.31369574E9	2.23960678E9	0.0	0.0	0.0	0.0	rev_sp|P0CF92|INSL2_ECOLI, rev_sp|P0CF93|INSL3_ECOLI
rev_sp|P12081|SYHC_HUMAN	rev_P12081	rev_SYHC_HUMAN	rev_HARS	509	Homo sapiens	1:Experimental evidence at protein level	Histidine--tRNA ligase, cytoplasmic	0.78	0.9953	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4164791E7	5830021.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4164791E7	5830021.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
