Protein ID,GO ID,Function,Link
P39366,GO:0006508|GO:0004177|GO:0008237|GO:0046872,proteolysis|aminopeptidase activity|metallopeptidase activity|metal ion binding,https://www.uniprot.org/uniprotkb/P39366
P42616,,,https://www.uniprot.org/uniprotkb/P42616
P45522,GO:0006813|GO:0051453|GO:1903103|GO:0015503|GO:0005886|GO:0015297|GO:1902600,potassium ion transport|regulation of intracellular pH|potassium:proton antiporter complex|glutathione-regulated potassium exporter activity|plasma membrane|antiporter activity|proton transmembrane transport,https://www.uniprot.org/uniprotkb/P45522
P45550,,,https://www.uniprot.org/uniprotkb/P45550
P45568,GO:0051484|GO:0070402|GO:0030145|GO:0030604|GO:0042802|GO:1990065|GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process|NADPH binding|manganese ion binding|1-deoxy-D-xylulose-5-phosphate reductoisomerase activity|identical protein binding|Dxr protein complex|isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",https://www.uniprot.org/uniprotkb/P45568
P56100,GO:0016020|GO:0016679|GO:0070069|GO:0019867|GO:0005886|GO:0006119|GO:0019646,"membrane|oxidoreductase activity, acting on diphenols and related substances as donors|cytochrome complex|outer membrane|plasma membrane|oxidative phosphorylation|aerobic electron transport chain",https://www.uniprot.org/uniprotkb/P56100
P60293,GO:0009295|GO:0051301|GO:0005737|GO:0006260|GO:0005509|GO:0030261|GO:0000796|GO:0007059,nucleoid|cell division|cytoplasm|DNA replication|calcium ion binding|chromosome condensation|condensin complex|chromosome segregation,https://www.uniprot.org/uniprotkb/P60293
P60390,GO:0070475|GO:0005737|GO:0042803|GO:0005829|GO:0071424,rRNA base methylation|cytoplasm|protein homodimerization activity|cytosol|rRNA (cytosine-N4-)-methyltransferase activity,https://www.uniprot.org/uniprotkb/P60390
P60438,GO:0003735|GO:0002181|GO:0000027|GO:0005737|GO:0019843|GO:0005829|GO:0022625,structural constituent of ribosome|cytoplasmic translation|ribosomal large subunit assembly|cytoplasm|rRNA binding|cytosol|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P60438
P64423,GO:0000287|GO:0050897|GO:0015087|GO:0015095|GO:0005886|GO:0015295|GO:0005385|GO:0071578|GO:0071577|GO:0022883,magnesium ion binding|cobalt ion binding|cobalt ion transmembrane transporter activity|magnesium ion transmembrane transporter activity|plasma membrane|solute:proton symporter activity|zinc ion transmembrane transporter activity|zinc ion import across plasma membrane|zinc ion transmembrane transport|zinc efflux transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P64423
P64572,GO:0004798|GO:0006227|GO:0006233|GO:0006235|GO:0005737|GO:0005829|GO:0005524,thymidylate kinase activity|dUDP biosynthetic process|dTDP biosynthetic process|dTTP biosynthetic process|cytoplasm|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P64572
P64590,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P64590
P64636,GO:0000287|GO:0008477|GO:0106411|GO:0030145|GO:0008967|GO:0006281|GO:0005829|GO:0050484|GO:0050483,magnesium ion binding|purine nucleosidase activity|XMP 5'-nucleosidase activity|manganese ion binding|phosphoglycolate phosphatase activity|DNA repair|cytosol|GMP 5'-nucleotidase activity|IMP 5'-nucleotidase activity,https://www.uniprot.org/uniprotkb/P64636
P69380,GO:0006882|GO:0006879|GO:0015086|GO:0070574|GO:0015093|GO:0005886|GO:0042802|GO:0140826|GO:0015341|GO:0034755|GO:0071577|GO:0046872,intracellular zinc ion homeostasis|intracellular iron ion homeostasis|cadmium ion transmembrane transporter activity|cadmium ion transmembrane transport|ferrous iron transmembrane transporter activity|plasma membrane|identical protein binding|zinc:proton antiporter activity|zinc efflux active transmembrane transporter activity|iron ion transmembrane transport|zinc ion transmembrane transport|metal ion binding,https://www.uniprot.org/uniprotkb/P69380
P69874,GO:0016020|GO:0015847|GO:0016887|GO:1903711|GO:0000166|GO:0043190|GO:0015594|GO:0005886|GO:0005524|GO:0015417,membrane|putrescine transport|ATP hydrolysis activity|spermidine transmembrane transport|nucleotide binding|ATP-binding cassette (ABC) transporter complex|ABC-type putrescine transporter activity|plasma membrane|ATP binding|ABC-type polyamine transporter activity,https://www.uniprot.org/uniprotkb/P69874
P75734,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P75734
P75777,GO:0042597|GO:0005886|GO:0046677,periplasmic space|plasma membrane|response to antibiotic,https://www.uniprot.org/uniprotkb/P75777
P75893,GO:0052874|GO:0006212|GO:0006208|GO:0042602|GO:0019740|GO:0008752|GO:0010181,FMN reductase (NADH) activity|uracil catabolic process|pyrimidine nucleobase catabolic process|riboflavin reductase (NADPH) activity|nitrogen utilization|FMN reductase (NAD(P)H) activity|FMN binding,https://www.uniprot.org/uniprotkb/P75893
P75987,GO:0010350|GO:0043856|GO:0042177|GO:0005737|GO:0071468,cellular response to magnesium starvation|anti-sigma factor antagonist activity|negative regulation of protein catabolic process|cytoplasm|cellular response to acidic pH,https://www.uniprot.org/uniprotkb/P75987
P76071,GO:0004803|GO:0003677|GO:0006313|GO:0045893|GO:0005829,transposase activity|DNA binding|DNA transposition|positive regulation of DNA-templated transcription|cytosol,https://www.uniprot.org/uniprotkb/P76071
P76113,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",https://www.uniprot.org/uniprotkb/P76113
P76145,GO:0030798|GO:0005829|GO:0032259,trans-aconitate 2-methyltransferase activity|cytosol|methylation,https://www.uniprot.org/uniprotkb/P76145
P76204,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,https://www.uniprot.org/uniprotkb/P76204
P76237,GO:1902201|GO:0043709|GO:0052621|GO:0005886|GO:0005525|GO:0046872,negative regulation of bacterial-type flagellum-dependent cell motility|cell adhesion involved in single-species biofilm formation|diguanylate cyclase activity|plasma membrane|GTP binding|metal ion binding,https://www.uniprot.org/uniprotkb/P76237
P76393,GO:0004672|GO:0005524,protein kinase activity|ATP binding,https://www.uniprot.org/uniprotkb/P76393
P76546,,,https://www.uniprot.org/uniprotkb/P76546
Q46806,GO:0016812|GO:0006208|GO:0042802|GO:0005829|GO:0046872,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides|pyrimidine nucleobase catabolic process|identical protein binding|cytosol|metal ion binding",https://www.uniprot.org/uniprotkb/Q46806
Q46893,GO:0016114|GO:0000287|GO:0050518|GO:0042802|GO:0005829|GO:0019288,"terpenoid biosynthetic process|magnesium ion binding|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity|identical protein binding|cytosol|isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",https://www.uniprot.org/uniprotkb/Q46893
P00452,GO:0009265|GO:0009263|GO:0004748|GO:0042802|GO:0005829|GO:0005524|GO:0005971|GO:0015949|GO:0009185|GO:0044183,"2'-deoxyribonucleotide biosynthetic process|deoxyribonucleotide biosynthetic process|ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor|identical protein binding|cytosol|ATP binding|ribonucleoside-diphosphate reductase complex|nucleobase-containing small molecule interconversion|ribonucleoside diphosphate metabolic process|protein folding chaperone",https://www.uniprot.org/uniprotkb/P00452
P05824,GO:0043590|GO:0000725|GO:0010212|GO:0009314|GO:0036298|GO:0006974|GO:0006302|GO:0005829|GO:0005524|GO:0010165|GO:0009432|GO:0009411,bacterial nucleoid|recombinational repair|response to ionizing radiation|response to radiation|recombinational interstrand cross-link repair|DNA damage response|double-strand break repair|cytosol|ATP binding|response to X-ray|SOS response|response to UV,https://www.uniprot.org/uniprotkb/P05824
P06846,GO:0003700|GO:0000976|GO:0006355|GO:0045892,DNA-binding transcription factor activity|transcription cis-regulatory region binding|regulation of DNA-templated transcription|negative regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P06846
P07363,GO:1902021|GO:0004673|GO:0006935|GO:0031400|GO:0051649|GO:0098561|GO:0050920|GO:1901875|GO:0000160|GO:0000155|GO:0005737|GO:0005886|GO:0005829|GO:0005524|GO:0043052|GO:0007165|GO:0009454|GO:0071977,regulation of bacterial-type flagellum-dependent cell motility|protein histidine kinase activity|chemotaxis|negative regulation of protein modification process|establishment of localization in cell|methyl accepting chemotaxis protein complex|regulation of chemotaxis|positive regulation of post-translational protein modification|phosphorelay signal transduction system|phosphorelay sensor kinase activity|cytoplasm|plasma membrane|cytosol|ATP binding|thermotaxis|signal transduction|aerotaxis|bacterial-type flagellum-dependent swimming motility,https://www.uniprot.org/uniprotkb/P07363
P07813,GO:0002161|GO:0006429|GO:0004823|GO:0005829|GO:0005524,aminoacyl-tRNA editing activity|leucyl-tRNA aminoacylation|leucine-tRNA ligase activity|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P07813
P09378,GO:0043565|GO:0003700|GO:0005737|GO:0006351|GO:0045893|GO:0019299,sequence-specific DNA binding|DNA-binding transcription factor activity|cytoplasm|DNA-templated transcription|positive regulation of DNA-templated transcription|rhamnose metabolic process,https://www.uniprot.org/uniprotkb/P09378
P09391,GO:0004252|GO:0006508|GO:0004175|GO:0005886|GO:0042802,serine-type endopeptidase activity|proteolysis|endopeptidase activity|plasma membrane|identical protein binding,https://www.uniprot.org/uniprotkb/P09391
P09831,GO:0009342|GO:0006537|GO:0004355|GO:0051538|GO:0097054|GO:0005829|GO:0015930|GO:0019676|GO:0046872,"glutamate synthase complex (NADPH)|glutamate biosynthetic process|glutamate synthase (NADPH) activity|3 iron, 4 sulfur cluster binding|L-glutamate biosynthetic process|cytosol|glutamate synthase activity|ammonia assimilation cycle|metal ion binding",https://www.uniprot.org/uniprotkb/P09831
P0A6C1,GO:0004519|GO:0016791|GO:0008833|GO:0008270|GO:0008296|GO:0008081|GO:0003677|GO:0006281|GO:0006284|GO:0005829|GO:0003906,endonuclease activity|phosphatase activity|deoxyribonuclease IV (phage-T4-induced) activity|zinc ion binding|3'-5'-DNA exonuclease activity|phosphoric diester hydrolase activity|DNA binding|DNA repair|base-excision repair|cytosol|DNA-(apurinic or apyrimidinic site) endonuclease activity,https://www.uniprot.org/uniprotkb/P0A6C1
P0A6D0,GO:0003700|GO:1900079|GO:1900081|GO:0000987|GO:0006526|GO:2000144|GO:2000143|GO:0051259|GO:0042150|GO:0005737|GO:0005667|GO:0042802|GO:0034618,DNA-binding transcription factor activity|regulation of arginine biosynthetic process|regulation of arginine catabolic process|cis-regulatory region sequence-specific DNA binding|arginine biosynthetic process|positive regulation of DNA-templated transcription initiation|negative regulation of DNA-templated transcription initiation|protein complex oligomerization|plasmid recombination|cytoplasm|transcription regulator complex|identical protein binding|arginine binding,https://www.uniprot.org/uniprotkb/P0A6D0
P0A6E1,GO:0009073|GO:0000287|GO:0004765|GO:0008652|GO:0005829|GO:0005524|GO:0009423|GO:0046872,aromatic amino acid family biosynthetic process|magnesium ion binding|shikimate kinase activity|amino acid biosynthetic process|cytosol|ATP binding|chorismate biosynthetic process|metal ion binding,https://www.uniprot.org/uniprotkb/P0A6E1
P0A6W0,GO:0006543|GO:0006537|GO:0004359|GO:0045926|GO:0042803,glutamine catabolic process|glutamate biosynthetic process|glutaminase activity|negative regulation of growth|protein homodimerization activity,https://www.uniprot.org/uniprotkb/P0A6W0
P0A734,GO:0000918|GO:0051302|GO:0005886|GO:0042802|GO:0005829|GO:0032955,division septum site selection|regulation of cell division|plasma membrane|identical protein binding|cytosol|regulation of division septum assembly,https://www.uniprot.org/uniprotkb/P0A734
P0A836,GO:0009361|GO:0000287|GO:0004776|GO:0004775|GO:0042709|GO:0005737|GO:0005829|GO:0005524|GO:0006104|GO:0006099,succinate-CoA ligase complex (ADP-forming)|magnesium ion binding|succinate-CoA ligase (GDP-forming) activity|succinate-CoA ligase (ADP-forming) activity|succinate-CoA ligase complex|cytoplasm|cytosol|ATP binding|succinyl-CoA metabolic process|tricarboxylic acid cycle,https://www.uniprot.org/uniprotkb/P0A836
P0A853,GO:0016020|GO:0009034|GO:0006569|GO:0060187|GO:0030170|GO:0080146|GO:0042802|GO:0005829|GO:0032991|GO:0042431|GO:0030955,membrane|tryptophanase activity|tryptophan catabolic process|cell pole|pyridoxal phosphate binding|L-cysteine desulfhydrase activity|identical protein binding|cytosol|protein-containing complex|indole metabolic process|potassium ion binding,https://www.uniprot.org/uniprotkb/P0A853
P0A8X4,GO:0030288,outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P0A8X4
P0A9G4,GO:0003700|GO:0001216|GO:0000976|GO:0000987|GO:0005737|GO:0006351|GO:0045893|GO:0042802|GO:0005507|GO:0032993,DNA-binding transcription factor activity|DNA-binding transcription activator activity|transcription cis-regulatory region binding|cis-regulatory region sequence-specific DNA binding|cytoplasm|DNA-templated transcription|positive regulation of DNA-templated transcription|identical protein binding|copper ion binding|protein-DNA complex,https://www.uniprot.org/uniprotkb/P0A9G4
P0A9L3,GO:0003755|GO:0061077|GO:0042597|GO:0042802|GO:0042803|GO:0005829|GO:0005528,peptidyl-prolyl cis-trans isomerase activity|chaperone-mediated protein folding|periplasmic space|identical protein binding|protein homodimerization activity|cytosol|FK506 binding,https://www.uniprot.org/uniprotkb/P0A9L3
P0A9P6,GO:0003724|GO:0009314|GO:0048255|GO:0006401|GO:0016887|GO:0045727|GO:0070417|GO:0033592|GO:0042803|GO:0005829|GO:0005524|GO:0009409,RNA helicase activity|response to radiation|mRNA stabilization|RNA catabolic process|ATP hydrolysis activity|positive regulation of translation|cellular response to cold|RNA strand annealing activity|protein homodimerization activity|cytosol|ATP binding|response to cold,https://www.uniprot.org/uniprotkb/P0A9P6
P0AA91,GO:0019867|GO:0005886,outer membrane|plasma membrane,https://www.uniprot.org/uniprotkb/P0AA91
P0AAB6,GO:0006011|GO:0005829|GO:0030234|GO:0003983|GO:0009103,UDP-glucose metabolic process|cytosol|enzyme regulator activity|UTP:glucose-1-phosphate uridylyltransferase activity|lipopolysaccharide biosynthetic process,https://www.uniprot.org/uniprotkb/P0AAB6
P0AAC0,GO:0006950|GO:0036094|GO:0070301|GO:0005737|GO:0034644|GO:0044010|GO:0071973,response to stress|small molecule binding|cellular response to hydrogen peroxide|cytoplasm|cellular response to UV|single-species biofilm formation|bacterial-type flagellum-dependent cell motility,https://www.uniprot.org/uniprotkb/P0AAC0
P0AAE5,GO:0006865|GO:0005886|GO:0015297,amino acid transport|plasma membrane|antiporter activity,https://www.uniprot.org/uniprotkb/P0AAE5
P0AAP1,GO:2001008|GO:1902201|GO:0043709|GO:0052621|GO:0005886|GO:0042802|GO:0005525|GO:0046872,positive regulation of cellulose biosynthetic process|negative regulation of bacterial-type flagellum-dependent cell motility|cell adhesion involved in single-species biofilm formation|diguanylate cyclase activity|plasma membrane|identical protein binding|GTP binding|metal ion binding,https://www.uniprot.org/uniprotkb/P0AAP1
P0AAP3,GO:0005737|GO:0003677|GO:0045892|GO:0046872,cytoplasm|DNA binding|negative regulation of DNA-templated transcription|metal ion binding,https://www.uniprot.org/uniprotkb/P0AAP3
P0ABH4,GO:0009252|GO:0008360|GO:0005886,peptidoglycan biosynthetic process|regulation of cell shape|plasma membrane,https://www.uniprot.org/uniprotkb/P0ABH4
P0ABN5,GO:0015740|GO:0015556|GO:0005886|GO:0015293|GO:0005469|GO:0044271|GO:0140009,C4-dicarboxylate transport|C4-dicarboxylate transmembrane transporter activity|plasma membrane|symporter activity|succinate:fumarate antiporter activity|obsolete cellular nitrogen compound biosynthetic process|L-aspartate import across plasma membrane,https://www.uniprot.org/uniprotkb/P0ABN5
P0ABR1,GO:0019899|GO:0006281|GO:0009432,enzyme binding|DNA repair|SOS response,https://www.uniprot.org/uniprotkb/P0ABR1
P0ACX5,GO:0004333,fumarate hydratase activity,https://www.uniprot.org/uniprotkb/P0ACX5
P0AD10,,,https://www.uniprot.org/uniprotkb/P0AD10
P0AD44,GO:0070297|GO:0001932|GO:0030288,regulation of phosphorelay signal transduction system|regulation of protein phosphorylation|outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P0AD44
P0ADB7,GO:0016020|GO:0005886|GO:0009636,membrane|plasma membrane|response to toxic substance,https://www.uniprot.org/uniprotkb/P0ADB7
P0ADE6,GO:0035864|GO:0005737|GO:0030955,response to potassium ion|cytoplasm|potassium ion binding,https://www.uniprot.org/uniprotkb/P0ADE6
P0AFL6,GO:0006798|GO:0097216|GO:0004309|GO:0005886|GO:0042802|GO:0042803,polyphosphate catabolic process|guanosine tetraphosphate binding|exopolyphosphatase activity|plasma membrane|identical protein binding|protein homodimerization activity,https://www.uniprot.org/uniprotkb/P0AFL6
P0AFY8,GO:0009314|GO:0010385|GO:0090143|GO:0003688|GO:1990097|GO:0006355|GO:0044729|GO:0042802|GO:0042803|GO:0005829|GO:0032991|GO:0007062|GO:0032297,response to radiation|double-stranded methylated DNA binding|nucleoid organization|DNA replication origin binding|SeqA-DNA complex|regulation of DNA-templated transcription|hemi-methylated DNA-binding|identical protein binding|protein homodimerization activity|cytosol|protein-containing complex|sister chromatid cohesion|negative regulation of DNA-templated DNA replication initiation,https://www.uniprot.org/uniprotkb/P0AFY8
P0AGC0,GO:0015712|GO:0015760|GO:0061513|GO:0035435|GO:0015526|GO:0005886,hexose phosphate transport|glucose-6-phosphate transport|glucose 6-phosphate:phosphate antiporter activity|phosphate ion transmembrane transport|hexose-phosphate:phosphate antiporter activity|plasma membrane,https://www.uniprot.org/uniprotkb/P0AGC0
P0AGF4,GO:0016020|GO:0015753|GO:0015519|GO:0005886|GO:0055085|GO:0022857,membrane|D-xylose transmembrane transport|D-xylose:proton symporter activity|plasma membrane|transmembrane transport|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P0AGF4
P0AGI4,GO:0016020|GO:0015753|GO:0042732|GO:0005886|GO:0055052|GO:0022857,"membrane|D-xylose transmembrane transport|D-xylose metabolic process|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|transmembrane transporter activity",https://www.uniprot.org/uniprotkb/P0AGI4
P0CF09,GO:0006313,DNA transposition,https://www.uniprot.org/uniprotkb/P0CF09
P0DP21,GO:0044010,single-species biofilm formation,https://www.uniprot.org/uniprotkb/P0DP21
P10121,GO:0006605|GO:0006614|GO:0016887|GO:0005886|GO:0042803|GO:0005829|GO:0005525|GO:0003924|GO:0015968|GO:0005047|GO:0009898,protein targeting|SRP-dependent cotranslational protein targeting to membrane|ATP hydrolysis activity|plasma membrane|protein homodimerization activity|cytosol|GTP binding|GTPase activity|stringent response|signal recognition particle binding|cytoplasmic side of plasma membrane,https://www.uniprot.org/uniprotkb/P10121
P10346,GO:0016020|GO:1903803|GO:0016887|GO:0005886|GO:0005524|GO:0015424|GO:0055052,"membrane|L-glutamine import across plasma membrane|ATP hydrolysis activity|plasma membrane|ATP binding|ABC-type amino acid transporter activity|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P10346
P10443,GO:0003887|GO:0009360|GO:0044776|GO:0005737|GO:0003677|GO:0006261|GO:0006273|GO:0006272|GO:0030894|GO:0005829,"DNA-directed DNA polymerase activity|DNA polymerase III complex|DNA polymerase III, core complex|cytoplasm|DNA binding|DNA-templated DNA replication|lagging strand elongation|leading strand elongation|replisome|cytosol",https://www.uniprot.org/uniprotkb/P10443
P11291,GO:0009279,cell outer membrane,https://www.uniprot.org/uniprotkb/P11291
P11866,GO:0003677|GO:0045893,DNA binding|positive regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P11866
P15639,GO:0004643|GO:0006189|GO:0005829|GO:0003937,phosphoribosylaminoimidazolecarboxamide formyltransferase activity|'de novo' IMP biosynthetic process|cytosol|IMP cyclohydrolase activity,https://www.uniprot.org/uniprotkb/P15639
P15723,GO:0000287|GO:0008832|GO:0006203|GO:0050897|GO:0030145|GO:0003697|GO:0042802|GO:0003924|GO:0015949,magnesium ion binding|dGTPase activity|dGTP catabolic process|cobalt ion binding|manganese ion binding|single-stranded DNA binding|identical protein binding|GTPase activity|nucleobase-containing small molecule interconversion,https://www.uniprot.org/uniprotkb/P15723
P16677,GO:0016887|GO:0005886|GO:0005524|GO:0015416,ATP hydrolysis activity|plasma membrane|ATP binding|ABC-type phosphonate transporter activity,https://www.uniprot.org/uniprotkb/P16677
P16919,GO:0010438,cellular response to sulfur starvation,https://www.uniprot.org/uniprotkb/P16919
P18200,GO:0006655|GO:0009395|GO:0008962|GO:0042577|GO:0005886|GO:0032026|GO:0046474|GO:0046872|GO:0046839,phosphatidylglycerol biosynthetic process|phospholipid catabolic process|phosphatidylglycerophosphatase activity|lipid phosphatase activity|plasma membrane|response to magnesium ion|glycerophospholipid biosynthetic process|metal ion binding|phospholipid dephosphorylation,https://www.uniprot.org/uniprotkb/P18200
P23200,GO:0016020|GO:0015757|GO:0015765|GO:0006974|GO:0015592|GO:0005886|GO:0005354|GO:0055052,"membrane|galactose transmembrane transport|methylgalactoside transport|DNA damage response|methylgalactoside transmembrane transporter activity|plasma membrane|galactose transmembrane transporter activity|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P23200
P23256,GO:0009086|GO:0047804|GO:0030170|GO:0080146|GO:0042803|GO:0140297,methionine biosynthetic process|cysteine-S-conjugate beta-lyase activity|pyridoxal phosphate binding|L-cysteine desulfhydrase activity|protein homodimerization activity|DNA-binding transcription factor binding,https://www.uniprot.org/uniprotkb/P23256
P23538,GO:0000287|GO:0008986|GO:0042803|GO:0005524|GO:0006094|GO:0006090,"magnesium ion binding|pyruvate, water dikinase activity|protein homodimerization activity|ATP binding|gluconeogenesis|pyruvate metabolic process",https://www.uniprot.org/uniprotkb/P23538
P24178,GO:0005829,cytosol,https://www.uniprot.org/uniprotkb/P24178
P24228,GO:0009002|GO:0009252|GO:0000270|GO:0004252|GO:0006508|GO:0004180|GO:0004185|GO:0004175|GO:0051301|GO:0008360|GO:0042597|GO:0008658|GO:0005886|GO:0046677|GO:0071555,serine-type D-Ala-D-Ala carboxypeptidase activity|peptidoglycan biosynthetic process|peptidoglycan metabolic process|serine-type endopeptidase activity|proteolysis|carboxypeptidase activity|serine-type carboxypeptidase activity|endopeptidase activity|cell division|regulation of cell shape|periplasmic space|penicillin binding|plasma membrane|response to antibiotic|cell wall organization,https://www.uniprot.org/uniprotkb/P24228
P25526,GO:0009013|GO:0036243|GO:0102810|GO:0051289|GO:0004777|GO:0050661|GO:0008152|GO:0042802|GO:0005829|GO:0032991|GO:0009450,succinate-semialdehyde dehydrogenase [NAD(P)+] activity|succinate-semialdehyde dehydrogenase (NADP+) activity|glutarate-semialdehyde dehydrogenase (NADP+) activity|protein homotetramerization|succinate-semialdehyde dehydrogenase (NAD+) activity|NADP binding|metabolic process|identical protein binding|cytosol|protein-containing complex|gamma-aminobutyric acid catabolic process,https://www.uniprot.org/uniprotkb/P25526
P25747,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P25747
P27306,GO:0006739|GO:0004148|GO:0050660|GO:0045454|GO:0008746|GO:0042802|GO:0005829|GO:0003957,NADP metabolic process|dihydrolipoyl dehydrogenase activity|flavin adenine dinucleotide binding|cell redox homeostasis|obsolete NAD(P)+ transhydrogenase activity|identical protein binding|cytosol|NAD(P)+ transhydrogenase (Si-specific) activity,https://www.uniprot.org/uniprotkb/P27306
P30745,GO:0006777|GO:0061798|GO:0061799|GO:0051539|GO:0005525|GO:1904047|GO:0019008|GO:0009408|GO:0046872,"Mo-molybdopterin cofactor biosynthetic process|GTP 3',8'-cyclase activity|cyclic pyranopterin monophosphate synthase activity|4 iron, 4 sulfur cluster binding|GTP binding|S-adenosyl-L-methionine binding|obsolete molybdopterin synthase complex|response to heat|metal ion binding",https://www.uniprot.org/uniprotkb/P30745
P33014,,,https://www.uniprot.org/uniprotkb/P33014
P33919,GO:0010212|GO:0004386|GO:0006412|GO:0016887|GO:0051301|GO:0008270|GO:0003697|GO:0003677|GO:0006301|GO:0006302|GO:0005524|GO:0009410,response to ionizing radiation|helicase activity|translation|ATP hydrolysis activity|cell division|zinc ion binding|single-stranded DNA binding|DNA binding|postreplication repair|double-strand break repair|ATP binding|response to xenobiotic stimulus,https://www.uniprot.org/uniprotkb/P33919
P37597,GO:0015860|GO:1990961|GO:0005886|GO:0015211|GO:0042910|GO:0022857,purine nucleoside transmembrane transport|xenobiotic detoxification by transmembrane export across the plasma membrane|plasma membrane|purine nucleoside transmembrane transporter activity|xenobiotic transmembrane transporter activity|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P37597
P37681,GO:0009279,cell outer membrane,https://www.uniprot.org/uniprotkb/P37681
P39352,GO:1905039|GO:0005886|GO:0046942|GO:0046943,carboxylic acid transmembrane transport|plasma membrane|carboxylic acid transport|carboxylic acid transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P39352
P39364,,,https://www.uniprot.org/uniprotkb/P39364
P42615,GO:0016020|GO:0005886|GO:0019901,membrane|plasma membrane|protein kinase binding,https://www.uniprot.org/uniprotkb/P42615
P42640,GO:0009244|GO:0016776|GO:0005886,"lipopolysaccharide core region biosynthetic process|phosphotransferase activity, phosphate group as acceptor|plasma membrane",https://www.uniprot.org/uniprotkb/P42640
P45544,GO:0003700|GO:0003677|GO:0045892,DNA-binding transcription factor activity|DNA binding|negative regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P45544
P45548,GO:0009056|GO:0016788|GO:0008270,"catabolic process|hydrolase activity, acting on ester bonds|zinc ion binding",https://www.uniprot.org/uniprotkb/P45548
P45753,GO:0006308|GO:0015976,DNA catabolic process|carbon utilization,https://www.uniprot.org/uniprotkb/P45753
P52135,,,https://www.uniprot.org/uniprotkb/P52135
P64612,GO:0016887|GO:0051301|GO:0005737|GO:0005524|GO:0005543|GO:0032153,ATP hydrolysis activity|cell division|cytoplasm|ATP binding|phospholipid binding|cell division site,https://www.uniprot.org/uniprotkb/P64612
P67143,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P67143
P67729,GO:0005247|GO:0005886,voltage-gated chloride channel activity|plasma membrane,https://www.uniprot.org/uniprotkb/P67729
P68567,GO:0036308|GO:0070475|GO:0005737|GO:0031167|GO:0008990,16S rRNA (guanine(1516)-N(2))-methyltransferase activity|rRNA base methylation|cytoplasm|rRNA methylation|rRNA (guanine-N2-)-methyltransferase activity,https://www.uniprot.org/uniprotkb/P68567
P69931,GO:0016020|GO:0043531|GO:0030174|GO:0006260|GO:0006270|GO:0005886|GO:0042802|GO:0005829|GO:1990085|GO:1990078|GO:0032297,membrane|ADP binding|regulation of DNA-templated DNA replication initiation|DNA replication|DNA replication initiation|plasma membrane|identical protein binding|cytosol|Hda-beta clamp complex|replication inhibiting complex|negative regulation of DNA-templated DNA replication initiation,https://www.uniprot.org/uniprotkb/P69931
P75750,GO:0009279|GO:0009297|GO:0015473,cell outer membrane|pilus assembly|fimbrial usher porin activity,https://www.uniprot.org/uniprotkb/P75750
P75792,GO:0050286|GO:0000287|GO:0016791|GO:0005829|GO:0050308|GO:0103026,sorbitol-6-phosphatase activity|magnesium ion binding|phosphatase activity|cytosol|sugar-phosphatase activity|fructose-1-phosphatase activity,https://www.uniprot.org/uniprotkb/P75792
P75821,,,https://www.uniprot.org/uniprotkb/P75821
P75916,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P75916
P75925,GO:0009055|GO:0005886|GO:0020037|GO:0022904|GO:0046872,electron transfer activity|plasma membrane|heme binding|respiratory electron transport chain|metal ion binding,https://www.uniprot.org/uniprotkb/P75925
P75969,GO:0075713|GO:0044826|GO:0003677|GO:0008907|GO:0006310|GO:0046718|GO:0046982,establishment of integrated proviral latency|viral genome integration into host DNA|DNA binding|integrase activity|DNA recombination|symbiont entry into host cell|protein heterodimerization activity,https://www.uniprot.org/uniprotkb/P75969
