Protein ID,GO ID,Function,Link
P32602,GO:0000329|GO:0048280|GO:0006886|GO:0006914|GO:0001671|GO:0035494|GO:0042144|GO:0031201|GO:0005829|GO:0005483|GO:0019905,"fungal-type vacuole membrane|vesicle fusion with Golgi apparatus|intracellular protein transport|autophagy|ATPase activator activity|SNARE complex disassembly|vacuole fusion, non-autophagic|SNARE complex|cytosol|soluble NSF attachment protein activity|syntaxin binding",https://www.uniprot.org/uniprotkb/P32602
P32864,GO:0006612|GO:0016020|GO:0006888|GO:0016192|GO:0005737|GO:0005634|GO:0005092|GO:0005096|GO:0031267|GO:0005829|GO:0005968|GO:0007264,protein targeting to membrane|membrane|endoplasmic reticulum to Golgi vesicle-mediated transport|vesicle-mediated transport|cytoplasm|nucleus|GDP-dissociation inhibitor activity|GTPase activator activity|small GTPase binding|cytosol|Rab-protein geranylgeranyltransferase complex|small GTPase-mediated signal transduction,https://www.uniprot.org/uniprotkb/P32864
P35192,GO:0001228|GO:0000978|GO:0000987|GO:0000981|GO:0006879|GO:0006878|GO:0045732|GO:0045944|GO:0005634|GO:0005507,"DNA-binding transcription activator activity, RNA polymerase II-specific|RNA polymerase II cis-regulatory region sequence-specific DNA binding|cis-regulatory region sequence-specific DNA binding|DNA-binding transcription factor activity, RNA polymerase II-specific|intracellular iron ion homeostasis|intracellular copper ion homeostasis|positive regulation of protein catabolic process|positive regulation of transcription by RNA polymerase II|nucleus|copper ion binding",https://www.uniprot.org/uniprotkb/P35192
P35209,GO:0031509|GO:0000183|GO:0006357|GO:0005634|GO:0030466|GO:0000781,"subtelomeric heterochromatin formation|rDNA heterochromatin formation|regulation of transcription by RNA polymerase II|nucleus|silent mating-type cassette heterochromatin formation|chromosome, telomeric region",https://www.uniprot.org/uniprotkb/P35209
P36085,GO:0070822,Sin3-type complex,https://www.uniprot.org/uniprotkb/P36085
P36528,GO:0003735|GO:0005762|GO:0005743|GO:0005739|GO:0032543,structural constituent of ribosome|mitochondrial large ribosomal subunit|mitochondrial inner membrane|mitochondrion|mitochondrial translation,https://www.uniprot.org/uniprotkb/P36528
P37263,GO:0000122|GO:0005730|GO:0003677|GO:0006364|GO:0046872,negative regulation of transcription by RNA polymerase II|nucleolus|DNA binding|rRNA processing|metal ion binding,https://www.uniprot.org/uniprotkb/P37263
P38128,GO:0043565|GO:0000978|GO:0000981|GO:0008301|GO:0005737|GO:0045944|GO:0005634|GO:0071470|GO:0046983,"sequence-specific DNA binding|RNA polymerase II cis-regulatory region sequence-specific DNA binding|DNA-binding transcription factor activity, RNA polymerase II-specific|DNA binding, bending|cytoplasm|positive regulation of transcription by RNA polymerase II|nucleus|cellular response to osmotic stress|protein dimerization activity",https://www.uniprot.org/uniprotkb/P38128
P38180,NA,NA,https://www.uniprot.org/uniprotkb/P38180
P38230,GO:0035925|GO:0008270|GO:0070402|GO:0005737|GO:0005634|GO:0005829|GO:0003960|GO:0034599|GO:0032440,mRNA 3'-UTR AU-rich region binding|zinc ion binding|NADPH binding|cytoplasm|nucleus|cytosol|NADPH:quinone reductase activity|cellular response to oxidative stress|2-alkenal reductase [NAD(P)+] activity,https://www.uniprot.org/uniprotkb/P38230
P38287,GO:0006688|GO:0006676|GO:0000324|GO:0051999|GO:0031501|GO:0000030|GO:0030148|GO:0005794|GO:0005774|GO:0103064,glycosphingolipid biosynthetic process|mannosyl diphosphorylinositol ceramide metabolic process|fungal-type vacuole|mannosyl-inositol phosphorylceramide biosynthetic process|mannosyltransferase complex|mannosyltransferase activity|sphingolipid biosynthetic process|Golgi apparatus|vacuolar membrane|inositol phosphorylceramide mannosyltransferase activity,https://www.uniprot.org/uniprotkb/P38287
P38682,GO:0048205|GO:0006890|GO:0006888|GO:0000139|GO:0030137|GO:0030126|GO:0015031|GO:0005096|GO:0046872,"COPI coating of Golgi vesicle|retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum|endoplasmic reticulum to Golgi vesicle-mediated transport|Golgi membrane|COPI-coated vesicle|COPI vesicle coat|protein transport|GTPase activator activity|metal ion binding",https://www.uniprot.org/uniprotkb/P38682
P38688,GO:0006614|GO:0006617|GO:0008312|GO:0005730|GO:0005789|GO:0005786,"SRP-dependent cotranslational protein targeting to membrane|SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition|7S RNA binding|nucleolus|endoplasmic reticulum membrane|signal recognition particle, endoplasmic reticulum targeting",https://www.uniprot.org/uniprotkb/P38688
P38714,GO:0006420|GO:0004814|GO:0070144|GO:0005759|GO:0005739|GO:0005524|GO:0032543,arginyl-tRNA aminoacylation|arginine-tRNA ligase activity|mitochondrial arginyl-tRNA aminoacylation|mitochondrial matrix|mitochondrion|ATP binding|mitochondrial translation,https://www.uniprot.org/uniprotkb/P38714
P38755,GO:0016020|GO:0016125|GO:0120015|GO:0006887|GO:0006897|GO:0001786|GO:0045324|GO:0070273|GO:0008289|GO:0005737|GO:0005789|GO:0030011|GO:0005886|GO:0005829|GO:0005548|GO:0032934|GO:0015918|GO:0015914|GO:0034727|GO:0032541,membrane|sterol metabolic process|sterol transfer activity|exocytosis|endocytosis|phosphatidylserine binding|late endosome to vacuole transport|phosphatidylinositol-4-phosphate binding|lipid binding|cytoplasm|endoplasmic reticulum membrane|maintenance of cell polarity|plasma membrane|cytosol|phospholipid transporter activity|sterol binding|sterol transport|phospholipid transport|piecemeal microautophagy of the nucleus|cortical endoplasmic reticulum,https://www.uniprot.org/uniprotkb/P38755
P38990,GO:1900180|GO:0004672|GO:0004674|GO:0090329|GO:2000220|GO:0106310|GO:0042149|GO:0005737|GO:0005829|GO:0005524|GO:0005979,regulation of protein localization to nucleus|protein kinase activity|protein serine/threonine kinase activity|regulation of DNA-templated DNA replication|regulation of pseudohyphal growth|protein serine kinase activity|cellular response to glucose starvation|cytoplasm|cytosol|ATP binding|regulation of glycogen biosynthetic process,https://www.uniprot.org/uniprotkb/P38990
P39726,GO:0006730|GO:0006546|GO:0031405|GO:0005737|GO:0005739|GO:0005960|GO:0019464,one-carbon metabolic process|glycine catabolic process|lipoic acid binding|cytoplasm|mitochondrion|glycine cleavage complex|glycine decarboxylation via glycine cleavage system,https://www.uniprot.org/uniprotkb/P39726
P39729,GO:0002181|GO:1903833|GO:0005737|GO:0005777|GO:0005525|GO:0003924|GO:0010494,cytoplasmic translation|positive regulation of cellular response to amino acid starvation|cytoplasm|peroxisome|GTP binding|GTPase activity|cytoplasmic stress granule,https://www.uniprot.org/uniprotkb/P39729
P40035,GO:1990547|GO:0006878|GO:0035434|GO:0035435|GO:0005743|GO:0005739|GO:0005315|GO:0005375,mitochondrial phosphate ion transmembrane transport|intracellular copper ion homeostasis|copper ion transmembrane transport|phosphate ion transmembrane transport|mitochondrial inner membrane|mitochondrion|phosphate transmembrane transporter activity|copper ion transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P40035
P40414,GO:0003786|GO:0000282|GO:0000281|GO:0051015|GO:0051017|GO:1903475|GO:0000142|GO:0005884|GO:0042803|GO:0005826|GO:0007015|GO:0032432,actin lateral binding|cellular bud site selection|mitotic cytokinesis|actin filament binding|actin filament bundle assembly|mitotic actomyosin contractile ring assembly|cellular bud neck contractile ring|actin filament|protein homodimerization activity|actomyosin contractile ring|actin filament organization|actin filament bundle,https://www.uniprot.org/uniprotkb/P40414
P40449,GO:0005737|GO:0070651,cytoplasm|nonfunctional rRNA decay,https://www.uniprot.org/uniprotkb/P40449
P40450,GO:0003779|GO:0051016|GO:0051017|GO:0043332|GO:1903475|GO:0045010|GO:0031267|GO:0005522|GO:0032956|GO:0005935|GO:0070649|GO:0032153|GO:0071474,actin binding|barbed-end actin filament capping|actin filament bundle assembly|mating projection tip|mitotic actomyosin contractile ring assembly|actin nucleation|small GTPase binding|profilin binding|regulation of actin cytoskeleton organization|cellular bud neck|formin-nucleated actin cable assembly|cell division site|cellular hyperosmotic response,https://www.uniprot.org/uniprotkb/P40450
P40479,GO:0043409|GO:0008330|GO:0000196|GO:0005737|GO:0005634|GO:0033550|GO:0017017,negative regulation of MAPK cascade|protein tyrosine/threonine phosphatase activity|cell integrity MAPK cascade|cytoplasm|nucleus|MAP kinase tyrosine phosphatase activity|MAP kinase tyrosine/serine/threonine phosphatase activity,https://www.uniprot.org/uniprotkb/P40479
P40481,GO:0016279|GO:0005737|GO:0045903|GO:0005634|GO:0042038|GO:0018064,"protein-lysine N-methyltransferase activity|cytoplasm|positive regulation of translational fidelity|nucleus|peptidyl-histidine methylation, to form tele-methylhistidine|protein-L-histidine N-tele-methyltransferase activity",https://www.uniprot.org/uniprotkb/P40481
P40509,GO:1990841|GO:0006890|GO:0006891|GO:0006888|GO:0006901|GO:0000139|GO:0005198|GO:0030126|GO:0015031|GO:0032511,"promoter-specific chromatin binding|retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum|intra-Golgi vesicle-mediated transport|endoplasmic reticulum to Golgi vesicle-mediated transport|vesicle coating|Golgi membrane|structural molecule activity|COPI vesicle coat|protein transport|late endosome to vacuole transport via multivesicular body sorting pathway",https://www.uniprot.org/uniprotkb/P40509
P40547,GO:0045721|GO:0005737|GO:0005773|GO:0043161|GO:0005634|GO:0030437|GO:0034657|GO:0007039,negative regulation of gluconeogenesis|cytoplasm|vacuole|proteasome-mediated ubiquitin-dependent protein catabolic process|nucleus|ascospore formation|GID complex|protein catabolic process in the vacuole,https://www.uniprot.org/uniprotkb/P40547
P40558,GO:1904564|GO:0016226|GO:0002098|GO:0051539|GO:0051536|GO:0005737|GO:1990229|GO:0140663|GO:0005829|GO:0005524|GO:0046872,"cytosolic [4Fe-4S] assembly scaffold complex|iron-sulfur cluster assembly|tRNA wobble uridine modification|4 iron, 4 sulfur cluster binding|iron-sulfur cluster binding|cytoplasm|iron-sulfur cluster assembly complex|ATP-dependent FeS chaperone activity|cytosol|ATP binding|metal ion binding",https://www.uniprot.org/uniprotkb/P40558
P40969,GO:0000921|GO:0000981|GO:0051382|GO:0031518|GO:0008301|GO:0008270|GO:0005634|GO:0042802|GO:0000776|GO:0007094|GO:0019237,"septin ring assembly|DNA-binding transcription factor activity, RNA polymerase II-specific|kinetochore assembly|CBF3 complex|DNA binding, bending|zinc ion binding|nucleus|identical protein binding|kinetochore|mitotic spindle assembly checkpoint signaling|centromeric DNA binding",https://www.uniprot.org/uniprotkb/P40969
P41913,GO:0009060|GO:0062060|GO:0005737|GO:0005739|GO:0005634,aerobic respiration|NuA4 histone acetyltransferase complex binding|cytoplasm|mitochondrion|nucleus,https://www.uniprot.org/uniprotkb/P41913
P43537,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/P43537
P43580,NA,NA,https://www.uniprot.org/uniprotkb/P43580
P43586,GO:0003729|GO:0000472|GO:0000447|GO:0000480|GO:0051028|GO:0000055|GO:0008298|GO:0005730|GO:0005737|GO:0005634|GO:0030687|GO:0017148|GO:0101031|GO:0042802|GO:0042273,"mRNA binding|endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|mRNA transport|ribosomal large subunit export from nucleus|intracellular mRNA localization|nucleolus|cytoplasm|nucleus|preribosome, large subunit precursor|negative regulation of translation|protein folding chaperone complex|identical protein binding|ribosomal large subunit biogenesis",https://www.uniprot.org/uniprotkb/P43586
P47076,GO:0006383|GO:0006384|GO:0006386|GO:0000166|GO:0042797|GO:0005634|GO:0005654|GO:0005666|GO:0005829,transcription by RNA polymerase III|transcription initiation at RNA polymerase III promoter|termination of RNA polymerase III transcription|nucleotide binding|tRNA transcription by RNA polymerase III|nucleus|nucleoplasm|RNA polymerase III complex|cytosol,https://www.uniprot.org/uniprotkb/P47076
P47103,GO:0016018|GO:0003755|GO:0006457|GO:0051082|GO:0005737|GO:0042026|GO:0005829,cyclosporin A binding|peptidyl-prolyl cis-trans isomerase activity|protein folding|unfolded protein binding|cytoplasm|protein refolding|cytosol,https://www.uniprot.org/uniprotkb/P47103
P48238,NA,NA,https://www.uniprot.org/uniprotkb/P48238
P48439,GO:0016020|GO:0004579|GO:0006486|GO:0006487|GO:0035269|GO:0008250|GO:0005789|GO:0005783|GO:0018279|GO:0015035,membrane|dolichyl-diphosphooligosaccharide-protein glycotransferase activity|protein glycosylation|protein N-linked glycosylation|protein O-linked mannosylation|oligosaccharyltransferase complex|endoplasmic reticulum membrane|endoplasmic reticulum|protein N-linked glycosylation via asparagine|protein-disulfide reductase activity,https://www.uniprot.org/uniprotkb/P48439
P49435,GO:0016208|GO:0002055|GO:0006168|GO:0006166|GO:0005737|GO:0005634|GO:0003999|GO:0044209|GO:0046872,AMP binding|adenine binding|adenine salvage|purine ribonucleoside salvage|cytoplasm|nucleus|adenine phosphoribosyltransferase activity|AMP salvage|metal ion binding,https://www.uniprot.org/uniprotkb/P49435
P53179,GO:0031625|GO:0071230|GO:0070086|GO:0005737|GO:0030674|GO:0005886|GO:0005829|GO:0009898,ubiquitin protein ligase binding|cellular response to amino acid stimulus|ubiquitin-dependent endocytosis|cytoplasm|protein-macromolecule adaptor activity|plasma membrane|cytosol|cytoplasmic side of plasma membrane,https://www.uniprot.org/uniprotkb/P53179
P53216,NA,NA,https://www.uniprot.org/uniprotkb/P53216
P53224,GO:0006672|GO:0090155|GO:0090156|GO:0006986|GO:0035339|GO:0030148|GO:0005789|GO:0005783,ceramide metabolic process|negative regulation of sphingolipid biosynthetic process|intracellular sphingolipid homeostasis|response to unfolded protein|obsolete SPOTS complex|sphingolipid biosynthetic process|endoplasmic reticulum membrane|endoplasmic reticulum,https://www.uniprot.org/uniprotkb/P53224
P53293,GO:1900063|GO:0005778|GO:0005777,regulation of peroxisome organization|peroxisomal membrane|peroxisome,https://www.uniprot.org/uniprotkb/P53293
P53727,GO:0008478|GO:0005737|GO:0005634|GO:0042823|GO:0005829|GO:0005524|GO:0009443|GO:0046872,pyridoxal kinase activity|cytoplasm|nucleus|pyridoxal phosphate biosynthetic process|cytosol|ATP binding|pyridoxal 5'-phosphate salvage|metal ion binding,https://www.uniprot.org/uniprotkb/P53727
P53845,GO:0006888|GO:0000139|GO:0030134|GO:0005793|GO:0005789|GO:0015031,endoplasmic reticulum to Golgi vesicle-mediated transport|Golgi membrane|COPII-coated ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment|endoplasmic reticulum membrane|protein transport,https://www.uniprot.org/uniprotkb/P53845
Q00246,GO:0090337|GO:0090338|GO:0000131|GO:0005783|GO:0030011|GO:0005886|GO:0005829|GO:0005525|GO:0032956|GO:0005935|GO:0019901|GO:0003924|GO:0007015|GO:0007165|GO:0007264|GO:0071944,regulation of formin-nucleated actin cable assembly|positive regulation of formin-nucleated actin cable assembly|incipient cellular bud site|endoplasmic reticulum|maintenance of cell polarity|plasma membrane|cytosol|GTP binding|regulation of actin cytoskeleton organization|cellular bud neck|protein kinase binding|GTPase activity|actin filament organization|signal transduction|small GTPase-mediated signal transduction|cell periphery,https://www.uniprot.org/uniprotkb/Q00246
Q01217,GO:0051287|GO:0006526|GO:0006592|GO:0070401|GO:0005759|GO:0005739|GO:0006355|GO:0005524|GO:0003942|GO:0003991|GO:0046983,NAD binding|arginine biosynthetic process|ornithine biosynthetic process|NADP+ binding|mitochondrial matrix|mitochondrion|regulation of DNA-templated transcription|ATP binding|N-acetyl-gamma-glutamyl-phosphate reductase activity|acetylglutamate kinase activity|protein dimerization activity,https://www.uniprot.org/uniprotkb/Q01217
Q03758,GO:1990306|GO:0000209|GO:0006513|GO:2000397|GO:0000151|GO:0005737|GO:0043162|GO:0034450,RSP5-BUL ubiquitin ligase complex|protein polyubiquitination|protein monoubiquitination|positive regulation of ubiquitin-dependent endocytosis|ubiquitin ligase complex|cytoplasm|ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway|ubiquitin-ubiquitin ligase activity,https://www.uniprot.org/uniprotkb/Q03758
Q03900,GO:0051260|GO:0005737|GO:0005739|GO:0005634,protein homooligomerization|cytoplasm|mitochondrion|nucleus,https://www.uniprot.org/uniprotkb/Q03900
Q03935,GO:0043565|GO:0000981|GO:0000122|GO:0001010|GO:0045944|GO:0005634,"sequence-specific DNA binding|DNA-binding transcription factor activity, RNA polymerase II-specific|negative regulation of transcription by RNA polymerase II|RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity|positive regulation of transcription by RNA polymerase II|nucleus",https://www.uniprot.org/uniprotkb/Q03935
Q04175,GO:0006606|GO:0061608|GO:0006406|GO:0005737|GO:0005643|GO:0005635|GO:0005634|GO:0031267|GO:0005829,protein import into nucleus|nuclear import signal receptor activity|mRNA export from nucleus|cytoplasm|nuclear pore|nuclear envelope|nucleus|small GTPase binding|cytosol,https://www.uniprot.org/uniprotkb/Q04175
Q04600,GO:0003723|GO:0003743|GO:0001731|GO:0006364,RNA binding|translation initiation factor activity|formation of translation preinitiation complex|rRNA processing,https://www.uniprot.org/uniprotkb/Q04600
Q04705,GO:0000324|GO:0043332|GO:0005775|GO:0015079|GO:0005886|GO:0005934|GO:0071805,fungal-type vacuole|mating projection tip|vacuolar lumen|potassium ion transmembrane transporter activity|plasma membrane|cellular bud tip|potassium ion transmembrane transport,https://www.uniprot.org/uniprotkb/Q04705
Q04893,NA,NA,https://www.uniprot.org/uniprotkb/Q04893
Q05016,GO:0016491|GO:0004090|GO:0031132|GO:0045149|GO:0005737|GO:0005634|GO:0052588,oxidoreductase activity|carbonyl reductase (NADPH) activity|serine 3-dehydrogenase activity|acetoin metabolic process|cytoplasm|nucleus|diacetyl reductase ((S)-acetoin forming) (NAD+) activity,https://www.uniprot.org/uniprotkb/Q05016
Q05021,GO:0051123|GO:0045944|GO:0006366|GO:0005634|GO:0005669|GO:0046982,RNA polymerase II preinitiation complex assembly|positive regulation of transcription by RNA polymerase II|transcription by RNA polymerase II|nucleus|transcription factor TFIID complex|protein heterodimerization activity,https://www.uniprot.org/uniprotkb/Q05021
Q05040,GO:0000321|GO:0090443|GO:0051726|GO:0005789|GO:0005783|GO:0005829|GO:0071444,re-entry into mitotic cell cycle after pheromone arrest|FAR/SIN/STRIPAK complex|regulation of cell cycle|endoplasmic reticulum membrane|endoplasmic reticulum|cytosol|cellular response to pheromone,https://www.uniprot.org/uniprotkb/Q05040
Q05515,GO:0070971|GO:0097001|GO:0033106|GO:0035621|GO:0030148|GO:0005737|GO:0005789|GO:0005634|GO:0005801|GO:0034599,endoplasmic reticulum exit site|ceramide binding|cis-Golgi network membrane|ER to Golgi ceramide transport|sphingolipid biosynthetic process|cytoplasm|endoplasmic reticulum membrane|nucleus|cis-Golgi network|cellular response to oxidative stress,https://www.uniprot.org/uniprotkb/Q05515
Q06244,GO:0003723|GO:0000455|GO:0004730|GO:0001522|GO:0000154|GO:0005739|GO:0160143|GO:0009982,RNA binding|enzyme-directed rRNA pseudouridine synthesis|pseudouridylate synthase activity|pseudouridine synthesis|rRNA modification|mitochondrion|21S rRNA pseudouridine(2819) synthase activity|pseudouridine synthase activity,https://www.uniprot.org/uniprotkb/Q06244
Q06287,GO:0034399|GO:0000472|GO:0000447|GO:0000480|GO:0070475|GO:0070037|GO:0005730|GO:0005737|GO:0031167|GO:0006364|GO:0005634|GO:0005654|GO:0030686|GO:0019843|GO:0005880|GO:0042802|GO:0030490|GO:0042274|GO:0032040,"nuclear periphery|endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|rRNA base methylation|rRNA (pseudouridine) methyltransferase activity|nucleolus|cytoplasm|rRNA methylation|rRNA processing|nucleus|nucleoplasm|90S preribosome|rRNA binding|nuclear microtubule|identical protein binding|maturation of SSU-rRNA|ribosomal small subunit biogenesis|small-subunit processome",https://www.uniprot.org/uniprotkb/Q06287
Q06490,GO:0009228|GO:0008902|GO:0008972|GO:0005829|GO:0005576|GO:0050334,thiamine biosynthetic process|hydroxymethylpyrimidine kinase activity|phosphomethylpyrimidine kinase activity|cytosol|extracellular region|thiaminase activity,https://www.uniprot.org/uniprotkb/Q06490
Q06632,GO:0003723|GO:0006397|GO:0005739|GO:0006369|GO:0005634|GO:0005847|GO:0030846,"RNA binding|mRNA processing|mitochondrion|termination of RNA polymerase II transcription|nucleus|mRNA cleavage and polyadenylation specificity factor complex|termination of RNA polymerase II transcription, poly(A)-coupled",https://www.uniprot.org/uniprotkb/Q06632
Q06697,GO:2001209|GO:0000993|GO:0016593|GO:0090262|GO:0003682|GO:0031124|GO:0006362|GO:0006368|GO:0045910|GO:0005634|GO:1990269|GO:0032968|GO:0000791,positive regulation of transcription elongation by RNA polymerase I|RNA polymerase II complex binding|Cdc73/Paf1 complex|regulation of transcription-coupled nucleotide-excision repair|chromatin binding|mRNA 3'-end processing|transcription elongation by RNA polymerase I|transcription elongation by RNA polymerase II|negative regulation of DNA recombination|nucleus|RNA polymerase II C-terminal domain phosphoserine binding|positive regulation of transcription elongation by RNA polymerase II|euchromatin,https://www.uniprot.org/uniprotkb/Q06697
Q07629,GO:0016020|GO:0005737,membrane|cytoplasm,https://www.uniprot.org/uniprotkb/Q07629
Q08280,GO:0016020|GO:0030136|GO:0030137|GO:0005794|GO:0022857,membrane|clathrin-coated vesicle|COPI-coated vesicle|Golgi apparatus|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/Q08280
Q08816,GO:0005737|GO:0006367|GO:0006289|GO:0005634|GO:0005675,cytoplasm|transcription initiation at RNA polymerase II promoter|nucleotide-excision repair|nucleus|transcription factor TFIIH holo complex,https://www.uniprot.org/uniprotkb/Q08816
Q08826,GO:0000329|GO:0031901|GO:0008104|GO:0000139|GO:0005768|GO:0015031|GO:0005829|GO:0032994|GO:0030904|GO:0034499|GO:0032456|GO:0032266,fungal-type vacuole membrane|early endosome membrane|protein localization|Golgi membrane|endosome|protein transport|cytosol|protein-lipid complex|retromer complex|late endosome to Golgi transport|endocytic recycling|phosphatidylinositol-3-phosphate binding,https://www.uniprot.org/uniprotkb/Q08826
Q12082,GO:0005739|GO:0005777,mitochondrion|peroxisome,https://www.uniprot.org/uniprotkb/Q12082
Q12098,GO:1902681|GO:0000736|GO:0000727|GO:0036297|GO:0000228|GO:0006974|GO:1905348|GO:1905261|GO:1903775|GO:2000001|GO:0005737|GO:0006260|GO:0006261|GO:0005634|GO:0017108|GO:0033557,"regulation of replication fork arrest at rDNA repeats|double-strand break repair via single-strand annealing, removal of nonhomologous ends|double-strand break repair via break-induced replication|interstrand cross-link repair|nuclear chromosome|DNA damage response|endonuclease complex|regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination|regulation of DNA double-strand break processing|regulation of DNA damage checkpoint|cytoplasm|DNA replication|DNA-templated DNA replication|nucleus|5'-flap endonuclease activity|Slx1-Slx4 complex",https://www.uniprot.org/uniprotkb/Q12098
Q12102,GO:0003723|GO:0006397|GO:0005634|GO:0005847|GO:0030846,"RNA binding|mRNA processing|nucleus|mRNA cleavage and polyadenylation specificity factor complex|termination of RNA polymerase II transcription, poly(A)-coupled",https://www.uniprot.org/uniprotkb/Q12102
Q12108,GO:0005737,cytoplasm,https://www.uniprot.org/uniprotkb/Q12108
Q12185,GO:0016020|GO:0012505|GO:0016746|GO:0036149|GO:0005783|GO:0005634|GO:0008654,membrane|endomembrane system|acyltransferase activity|phosphatidylinositol acyl-chain remodeling|endoplasmic reticulum|nucleus|phospholipid biosynthetic process,https://www.uniprot.org/uniprotkb/Q12185
Q12280,GO:0000281|GO:0120155|GO:0110085|GO:0051015|GO:0031991|GO:1903471|GO:1903475|GO:1903479|GO:0072741|GO:1903338|GO:0000142|GO:0005737|GO:0005096|GO:0005886|GO:0005516|GO:0005935|GO:0005938|GO:0032038|GO:0032033|GO:0032027|GO:0032465,mitotic cytokinesis|MIH complex|mitotic actomyosin contractile ring|actin filament binding|regulation of actomyosin contractile ring contraction|regulation of mitotic actomyosin contractile ring contraction|mitotic actomyosin contractile ring assembly|mitotic actomyosin contractile ring assembly actin filament organization|protein localization to cell division site|regulation of cell wall organization or biogenesis|cellular bud neck contractile ring|cytoplasm|GTPase activator activity|plasma membrane|calmodulin binding|cellular bud neck|cell cortex|myosin II heavy chain binding|myosin II light chain binding|myosin light chain binding|regulation of cytokinesis,https://www.uniprot.org/uniprotkb/Q12280
Q12463,GO:0043528|GO:0006400|GO:0000049|GO:0008168|GO:0005737|GO:0030488|GO:0005829|GO:0160102,tRNA (m2G10) methyltransferase complex|tRNA modification|tRNA binding|methyltransferase activity|cytoplasm|tRNA methylation|cytosol|tRNA (guanine(10)-N2)-methyltransferase activity,https://www.uniprot.org/uniprotkb/Q12463
Q12516,GO:0016042|GO:0016020|GO:0000324|GO:0071944,lipid catabolic process|membrane|fungal-type vacuole|cell periphery,https://www.uniprot.org/uniprotkb/Q12516
Q12692,GO:0000978|GO:0031507|GO:0031490|GO:0031492|GO:0070481|GO:0003682|GO:0006325|GO:0006368|GO:0006338|GO:0006355|GO:0006357|GO:0005634|GO:0042802|GO:0030527|GO:0030466|GO:0000786|GO:0000785|GO:0000791|GO:0046982,"RNA polymerase II cis-regulatory region sequence-specific DNA binding|heterochromatin formation|chromatin DNA binding|nucleosomal DNA binding|nuclear-transcribed mRNA catabolic process, non-stop decay|chromatin binding|chromatin organization|transcription elongation by RNA polymerase II|chromatin remodeling|regulation of DNA-templated transcription|regulation of transcription by RNA polymerase II|nucleus|identical protein binding|structural constituent of chromatin|silent mating-type cassette heterochromatin formation|nucleosome|chromatin|euchromatin|protein heterodimerization activity",https://www.uniprot.org/uniprotkb/Q12692
Q3E782,GO:0000324,fungal-type vacuole,https://www.uniprot.org/uniprotkb/Q3E782
Q3E7B4,NA,NA,https://www.uniprot.org/uniprotkb/Q3E7B4
Q45U18,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/Q45U18
Q99248,NA,NA,https://www.uniprot.org/uniprotkb/Q99248
P06783,GO:0004933|GO:0004932|GO:0005775|GO:0005783|GO:0005886|GO:0000755|GO:0000750,mating-type a-factor pheromone receptor activity|mating-type factor pheromone receptor activity|vacuolar lumen|endoplasmic reticulum|plasma membrane|cytogamy|pheromone-dependent signal transduction involved in conjugation with cellular fusion,https://www.uniprot.org/uniprotkb/P06783
P07252,GO:0003729|GO:0009060|GO:0000958|GO:0006397|GO:0005739,mRNA binding|aerobic respiration|mitochondrial mRNA catabolic process|mRNA processing|mitochondrion,https://www.uniprot.org/uniprotkb/P07252
P07866,GO:0061510|GO:0031536|GO:0016192|GO:0051301|GO:0005737|GO:0005085|GO:0005886|GO:0005933|GO:0007265,asymmetric protein localization to new mitotic spindle pole body|positive regulation of exit from mitosis|vesicle-mediated transport|cell division|cytoplasm|guanyl-nucleotide exchange factor activity|plasma membrane|cellular bud|Ras protein signal transduction,https://www.uniprot.org/uniprotkb/P07866
