Protein ID,GO ID,Function,Link
V8R8I7,GO:0003677|GO:0006355,DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/V8R8I7
V8R3X1,NA,NA,https://www.uniprot.org/uniprotkb/V8R3X1
V8R5J5,NA,NA,https://www.uniprot.org/uniprotkb/V8R5J5
V8R3X3,NA,NA,https://www.uniprot.org/uniprotkb/V8R3X3
V8R921,NA,NA,https://www.uniprot.org/uniprotkb/V8R921
V8R930,NA,NA,https://www.uniprot.org/uniprotkb/V8R930
V8R7A2,NA,NA,https://www.uniprot.org/uniprotkb/V8R7A2
V8R6A4,GO:0000150|GO:0003677,DNA strand exchange activity|DNA binding,https://www.uniprot.org/uniprotkb/V8R6A4
V8R940,NA,NA,https://www.uniprot.org/uniprotkb/V8R940
V8R575,NA,NA,https://www.uniprot.org/uniprotkb/V8R575
V8R0E4,NA,NA,https://www.uniprot.org/uniprotkb/V8R0E4
V8RBN2,NA,NA,https://www.uniprot.org/uniprotkb/V8RBN2
V8R701,NA,NA,https://www.uniprot.org/uniprotkb/V8R701
V8R6E9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R6E9
V8RCC1,NA,NA,https://www.uniprot.org/uniprotkb/V8RCC1
V8R184,GO:0004222|GO:0006508|GO:0005886|GO:0046872,metalloendopeptidase activity|proteolysis|plasma membrane|metal ion binding,https://www.uniprot.org/uniprotkb/V8R184
V8QZX1,GO:0003676|GO:0015074,nucleic acid binding|DNA integration,https://www.uniprot.org/uniprotkb/V8QZX1
V8R5M4,NA,NA,https://www.uniprot.org/uniprotkb/V8R5M4
V8RAP5,NA,NA,https://www.uniprot.org/uniprotkb/V8RAP5
V8R1Z6,NA,NA,https://www.uniprot.org/uniprotkb/V8R1Z6
V8R199,NA,NA,https://www.uniprot.org/uniprotkb/V8R199
V8R6G8,NA,NA,https://www.uniprot.org/uniprotkb/V8R6G8
V8R2X8,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R2X8
V8R2X4,NA,NA,https://www.uniprot.org/uniprotkb/V8R2X4
V8R6D9,NA,NA,https://www.uniprot.org/uniprotkb/V8R6D9
V8R635,NA,NA,https://www.uniprot.org/uniprotkb/V8R635
V8R9X9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R9X9
V8R6F3,NA,NA,https://www.uniprot.org/uniprotkb/V8R6F3
V8R4I9,NA,NA,https://www.uniprot.org/uniprotkb/V8R4I9
V8R591,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R591
V8R6A9,NA,NA,https://www.uniprot.org/uniprotkb/V8R6A9
V8REU0,NA,NA,https://www.uniprot.org/uniprotkb/V8REU0
V8R927,NA,NA,https://www.uniprot.org/uniprotkb/V8R927
V8RE32,NA,NA,https://www.uniprot.org/uniprotkb/V8RE32
V8R3X6,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R3X6
V8R5H7,NA,NA,https://www.uniprot.org/uniprotkb/V8R5H7
V8RES5,NA,NA,https://www.uniprot.org/uniprotkb/V8RES5
V8R596,NA,NA,https://www.uniprot.org/uniprotkb/V8R596
V8R7W1,GO:0003677,DNA binding,https://www.uniprot.org/uniprotkb/V8R7W1
V8R4L1,NA,NA,https://www.uniprot.org/uniprotkb/V8R4L1
V8R0N7,GO:0016757,glycosyltransferase activity,https://www.uniprot.org/uniprotkb/V8R0N7
V8R4H5,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R4H5
V8RCE1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8RCE1
V8R5B6,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5B6
V8R6F8,NA,NA,https://www.uniprot.org/uniprotkb/V8R6F8
V8R2P9,NA,NA,https://www.uniprot.org/uniprotkb/V8R2P9
V8R5D8,NA,NA,https://www.uniprot.org/uniprotkb/V8R5D8
V8RE20,NA,NA,https://www.uniprot.org/uniprotkb/V8RE20
V8R3Z2,NA,NA,https://www.uniprot.org/uniprotkb/V8R3Z2
V8R6D4,NA,NA,https://www.uniprot.org/uniprotkb/V8R6D4
V8R6G3,NA,NA,https://www.uniprot.org/uniprotkb/V8R6G3
V8R431,NA,NA,https://www.uniprot.org/uniprotkb/V8R431
V8R3M6,NA,NA,https://www.uniprot.org/uniprotkb/V8R3M6
V8R4U9,NA,NA,https://www.uniprot.org/uniprotkb/V8R4U9
V8R127,GO:0016020|GO:0005524,membrane|ATP binding,https://www.uniprot.org/uniprotkb/V8R127
V8R6X3,NA,NA,https://www.uniprot.org/uniprotkb/V8R6X3
V8R7C8,NA,NA,https://www.uniprot.org/uniprotkb/V8R7C8
V8R2F5,NA,NA,https://www.uniprot.org/uniprotkb/V8R2F5
V8R3W5,NA,NA,https://www.uniprot.org/uniprotkb/V8R3W5
V8RDM8,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8RDM8
V8R4I0,NA,NA,https://www.uniprot.org/uniprotkb/V8R4I0
V8R3D5,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R3D5
V8R6B4,NA,NA,https://www.uniprot.org/uniprotkb/V8R6B4
V8RA60,NA,NA,https://www.uniprot.org/uniprotkb/V8RA60
V8REZ4,NA,NA,https://www.uniprot.org/uniprotkb/V8REZ4
V8R565,NA,NA,https://www.uniprot.org/uniprotkb/V8R565
V8R4H1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R4H1
V8R202,NA,NA,https://www.uniprot.org/uniprotkb/V8R202
V8R4I1,NA,NA,https://www.uniprot.org/uniprotkb/V8R4I1
V8R4G7,NA,NA,https://www.uniprot.org/uniprotkb/V8R4G7
V8R5M0,NA,NA,https://www.uniprot.org/uniprotkb/V8R5M0
V8RD37,NA,NA,https://www.uniprot.org/uniprotkb/V8RD37
V8QZP2,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8QZP2
V8R960,NA,NA,https://www.uniprot.org/uniprotkb/V8R960
V8QZW5,NA,NA,https://www.uniprot.org/uniprotkb/V8QZW5
V8R4L5,NA,NA,https://www.uniprot.org/uniprotkb/V8R4L5
V8RCG6,NA,NA,https://www.uniprot.org/uniprotkb/V8RCG6
V8R6E4,NA,NA,https://www.uniprot.org/uniprotkb/V8R6E4
V8R5K4,NA,NA,https://www.uniprot.org/uniprotkb/V8R5K4
V8R9M9,NA,NA,https://www.uniprot.org/uniprotkb/V8R9M9
V8QZS3,NA,NA,https://www.uniprot.org/uniprotkb/V8QZS3
V8RE38,NA,NA,https://www.uniprot.org/uniprotkb/V8RE38
V8R129,NA,NA,https://www.uniprot.org/uniprotkb/V8R129
V8R6R2,NA,NA,https://www.uniprot.org/uniprotkb/V8R6R2
V8R4I5,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R4I5
V8R8U7,NA,NA,https://www.uniprot.org/uniprotkb/V8R8U7
V8R5I6,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5I6
V8R5K7,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5K7
V8R212,NA,NA,https://www.uniprot.org/uniprotkb/V8R212
V8R4C2,NA,NA,https://www.uniprot.org/uniprotkb/V8R4C2
V8R0K1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R0K1
V8R6K3,GO:0003677|GO:0006355,DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/V8R6K3
V8R8K8,NA,NA,https://www.uniprot.org/uniprotkb/V8R8K8
V8R3V7,NA,NA,https://www.uniprot.org/uniprotkb/V8R3V7
V8R5H3,NA,NA,https://www.uniprot.org/uniprotkb/V8R5H3
V8R3E4,NA,NA,https://www.uniprot.org/uniprotkb/V8R3E4
V8R8V2,NA,NA,https://www.uniprot.org/uniprotkb/V8R8V2
V8R210,NA,NA,https://www.uniprot.org/uniprotkb/V8R210
V8RD30,NA,NA,https://www.uniprot.org/uniprotkb/V8RD30
V8R538,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R538
V8RD14,NA,NA,https://www.uniprot.org/uniprotkb/V8RD14
V8R586,NA,NA,https://www.uniprot.org/uniprotkb/V8R586
V8R569,NA,NA,https://www.uniprot.org/uniprotkb/V8R569
V8R6C9,NA,NA,https://www.uniprot.org/uniprotkb/V8R6C9
V8RCG1,NA,NA,https://www.uniprot.org/uniprotkb/V8RCG1
V8R410,NA,NA,https://www.uniprot.org/uniprotkb/V8R410
V8RDS1,NA,NA,https://www.uniprot.org/uniprotkb/V8RDS1
V8R4J6,NA,NA,https://www.uniprot.org/uniprotkb/V8R4J6
V8R8L8,NA,NA,https://www.uniprot.org/uniprotkb/V8R8L8
V8RDQ0,NA,NA,https://www.uniprot.org/uniprotkb/V8RDQ0
V8R572,NA,NA,https://www.uniprot.org/uniprotkb/V8R572
V8R5I1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5I1
V8R416,GO:0004386,helicase activity,https://www.uniprot.org/uniprotkb/V8R416
V8R820,NA,NA,https://www.uniprot.org/uniprotkb/V8R820
V8R9M7,GO:0004519,endonuclease activity,https://www.uniprot.org/uniprotkb/V8R9M7
V8RCE7,NA,NA,https://www.uniprot.org/uniprotkb/V8RCE7
V8RC52,NA,NA,https://www.uniprot.org/uniprotkb/V8RC52
V8RD33,NA,NA,https://www.uniprot.org/uniprotkb/V8RD33
V8R5F9,NA,NA,https://www.uniprot.org/uniprotkb/V8R5F9
V8RDZ4,NA,NA,https://www.uniprot.org/uniprotkb/V8RDZ4
V8R5J1,NA,NA,https://www.uniprot.org/uniprotkb/V8R5J1
V8R8F2,NA,NA,https://www.uniprot.org/uniprotkb/V8R8F2
V8QZJ7,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8QZJ7
V8R6R7,NA,NA,https://www.uniprot.org/uniprotkb/V8R6R7
V8R8E7,NA,NA,https://www.uniprot.org/uniprotkb/V8R8E7
V8R3N4,NA,NA,https://www.uniprot.org/uniprotkb/V8R3N4
V8R420,NA,NA,https://www.uniprot.org/uniprotkb/V8R420
V8R808,NA,NA,https://www.uniprot.org/uniprotkb/V8R808
V8R4N9,NA,NA,https://www.uniprot.org/uniprotkb/V8R4N9
V8R3D9,NA,NA,https://www.uniprot.org/uniprotkb/V8R3D9
V8RCD6,NA,NA,https://www.uniprot.org/uniprotkb/V8RCD6
V8REU9,NA,NA,https://www.uniprot.org/uniprotkb/V8REU9
V8R5Q1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5Q1
V8RCI9,NA,NA,https://www.uniprot.org/uniprotkb/V8RCI9
V8R5E3,NA,NA,https://www.uniprot.org/uniprotkb/V8R5E3
V8R6H2,NA,NA,https://www.uniprot.org/uniprotkb/V8R6H2
V8R403,NA,NA,https://www.uniprot.org/uniprotkb/V8R403
V8RCH6,NA,NA,https://www.uniprot.org/uniprotkb/V8RCH6
V8RCD1,NA,NA,https://www.uniprot.org/uniprotkb/V8RCD1
V8R1R7,NA,NA,https://www.uniprot.org/uniprotkb/V8R1R7
V8R657,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R657
V8R4J0,NA,NA,https://www.uniprot.org/uniprotkb/V8R4J0
V8R826,NA,NA,https://www.uniprot.org/uniprotkb/V8R826
V8R581,NA,NA,https://www.uniprot.org/uniprotkb/V8R581
V8REP9,NA,NA,https://www.uniprot.org/uniprotkb/V8REP9
V8R3M1,NA,NA,https://www.uniprot.org/uniprotkb/V8R3M1
V8R5J9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5J9
V8R414,NA,NA,https://www.uniprot.org/uniprotkb/V8R414
V8RE03,NA,NA,https://www.uniprot.org/uniprotkb/V8RE03
V8R0K8,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/V8R0K8
V8R0J1,GO:0016020|GO:0004252|GO:0006508|GO:0042597,membrane|serine-type endopeptidase activity|proteolysis|periplasmic space,https://www.uniprot.org/uniprotkb/V8R0J1
V8RD25,NA,NA,https://www.uniprot.org/uniprotkb/V8RD25
V8R1Q4,NA,NA,https://www.uniprot.org/uniprotkb/V8R1Q4
V8R5E9,NA,NA,https://www.uniprot.org/uniprotkb/V8R5E9
V8R5Y3,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5Y3
V8R8B4,NA,NA,https://www.uniprot.org/uniprotkb/V8R8B4
V8QY44,NA,NA,https://www.uniprot.org/uniprotkb/V8QY44
V8R1B7,NA,NA,https://www.uniprot.org/uniprotkb/V8R1B7
V8R4K6,NA,NA,https://www.uniprot.org/uniprotkb/V8R4K6
V8R2W9,NA,NA,https://www.uniprot.org/uniprotkb/V8R2W9
V8QZJ9,GO:0015109|GO:0005886,chromate transmembrane transporter activity|plasma membrane,https://www.uniprot.org/uniprotkb/V8QZJ9
V8R2W5,NA,NA,https://www.uniprot.org/uniprotkb/V8R2W5
V8R7Z7,NA,NA,https://www.uniprot.org/uniprotkb/V8R7Z7
V8R770,NA,NA,https://www.uniprot.org/uniprotkb/V8R770
V8RFB9,NA,NA,https://www.uniprot.org/uniprotkb/V8RFB9
V8RE42,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8RE42
V8RFS0,NA,NA,https://www.uniprot.org/uniprotkb/V8RFS0
V8QY39,NA,NA,https://www.uniprot.org/uniprotkb/V8QY39
V8R5C1,GO:0003697,single-stranded DNA binding,https://www.uniprot.org/uniprotkb/V8R5C1
V8R7X2,NA,NA,https://www.uniprot.org/uniprotkb/V8R7X2
V8R1C3,GO:0000160|GO:0003677|GO:0006355,phosphorelay signal transduction system|DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/V8R1C3
V8R5D2,NA,NA,https://www.uniprot.org/uniprotkb/V8R5D2
V8REN5,NA,NA,https://www.uniprot.org/uniprotkb/V8REN5
V8R4N1,NA,NA,https://www.uniprot.org/uniprotkb/V8R4N1
V8R8B9,NA,NA,https://www.uniprot.org/uniprotkb/V8R8B9
V8R1I7,GO:0016887,ATP hydrolysis activity,https://www.uniprot.org/uniprotkb/V8R1I7
V8RDT5,NA,NA,https://www.uniprot.org/uniprotkb/V8RDT5
V8RE47,NA,NA,https://www.uniprot.org/uniprotkb/V8RE47
V8R2X1,NA,NA,https://www.uniprot.org/uniprotkb/V8R2X1
V8R4J8,NA,NA,https://www.uniprot.org/uniprotkb/V8R4J8
V8REW9,NA,NA,https://www.uniprot.org/uniprotkb/V8REW9
V8RET4,NA,NA,https://www.uniprot.org/uniprotkb/V8RET4
V8R5A6,NA,NA,https://www.uniprot.org/uniprotkb/V8R5A6
V8RE37,NA,NA,https://www.uniprot.org/uniprotkb/V8RE37
V8R138,NA,NA,https://www.uniprot.org/uniprotkb/V8R138
V8RD42,NA,NA,https://www.uniprot.org/uniprotkb/V8RD42
V8R000,NA,NA,https://www.uniprot.org/uniprotkb/V8R000
V8R6Q9,NA,NA,https://www.uniprot.org/uniprotkb/V8R6Q9
V8R804,NA,NA,https://www.uniprot.org/uniprotkb/V8R804
V8R7E2,NA,NA,https://www.uniprot.org/uniprotkb/V8R7E2
V8RE70,NA,NA,https://www.uniprot.org/uniprotkb/V8RE70
V8RD57,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",https://www.uniprot.org/uniprotkb/V8RD57
V8R576,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R576
V8R3Y7,NA,NA,https://www.uniprot.org/uniprotkb/V8R3Y7
V8R4H7,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R4H7
V8R7V8,NA,NA,https://www.uniprot.org/uniprotkb/V8R7V8
V8R2M5,NA,NA,https://www.uniprot.org/uniprotkb/V8R2M5
V8R8C3,NA,NA,https://www.uniprot.org/uniprotkb/V8R8C3
V8R444,NA,NA,https://www.uniprot.org/uniprotkb/V8R444
V8R661,NA,NA,https://www.uniprot.org/uniprotkb/V8R661
V8R8K2,GO:0004519|GO:0003677,endonuclease activity|DNA binding,https://www.uniprot.org/uniprotkb/V8R8K2
V8R8J1,NA,NA,https://www.uniprot.org/uniprotkb/V8R8J1
V8R9S6,NA,NA,https://www.uniprot.org/uniprotkb/V8R9S6
V8RCJ4,NA,NA,https://www.uniprot.org/uniprotkb/V8RCJ4
V8RDA8,NA,NA,https://www.uniprot.org/uniprotkb/V8RDA8
V8R2S4,GO:0005840,ribosome,https://www.uniprot.org/uniprotkb/V8R2S4
V8R793,NA,NA,https://www.uniprot.org/uniprotkb/V8R793
V8R462,NA,NA,https://www.uniprot.org/uniprotkb/V8R462
V8R6Z4,NA,NA,https://www.uniprot.org/uniprotkb/V8R6Z4
V8REV1,NA,NA,https://www.uniprot.org/uniprotkb/V8REV1
V8R133,NA,NA,https://www.uniprot.org/uniprotkb/V8R133
V8QY01,GO:0015109|GO:0005886,chromate transmembrane transporter activity|plasma membrane,https://www.uniprot.org/uniprotkb/V8QY01
V8QZQ3,GO:0004803|GO:0003677|GO:0006313,transposase activity|DNA binding|DNA transposition,https://www.uniprot.org/uniprotkb/V8QZQ3
V8R8T8,GO:0003677|GO:0006355,DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/V8R8T8
V8REY4,NA,NA,https://www.uniprot.org/uniprotkb/V8REY4
V8R3Z4,NA,NA,https://www.uniprot.org/uniprotkb/V8R3Z4
V8R9P8,NA,NA,https://www.uniprot.org/uniprotkb/V8R9P8
V8R2N8,NA,NA,https://www.uniprot.org/uniprotkb/V8R2N8
V8R5N4,NA,NA,https://www.uniprot.org/uniprotkb/V8R5N4
V8RDQ8,NA,NA,https://www.uniprot.org/uniprotkb/V8RDQ8
V8RE26,NA,NA,https://www.uniprot.org/uniprotkb/V8RE26
V8RDP5,NA,NA,https://www.uniprot.org/uniprotkb/V8RDP5
V8RDP2,NA,NA,https://www.uniprot.org/uniprotkb/V8RDP2
V8R3N1,NA,NA,https://www.uniprot.org/uniprotkb/V8R3N1
V8RD62,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8RD62
V8RD66,NA,NA,https://www.uniprot.org/uniprotkb/V8RD66
V8RE50,NA,NA,https://www.uniprot.org/uniprotkb/V8RE50
V8RDM4,NA,NA,https://www.uniprot.org/uniprotkb/V8RDM4
V8R328,GO:0016787,hydrolase activity,https://www.uniprot.org/uniprotkb/V8R328
V8RFC5,NA,NA,https://www.uniprot.org/uniprotkb/V8RFC5
V8R8V0,NA,NA,https://www.uniprot.org/uniprotkb/V8R8V0
V8R4K1,NA,NA,https://www.uniprot.org/uniprotkb/V8R4K1
V8R835,NA,NA,https://www.uniprot.org/uniprotkb/V8R835
V8R5A1,NA,NA,https://www.uniprot.org/uniprotkb/V8R5A1
V8REU5,NA,NA,https://www.uniprot.org/uniprotkb/V8REU5
V8RCZ5,NA,NA,https://www.uniprot.org/uniprotkb/V8RCZ5
V8RD48,NA,NA,https://www.uniprot.org/uniprotkb/V8RD48
V8R0M5,NA,NA,https://www.uniprot.org/uniprotkb/V8R0M5
V8R0F6,GO:0016020|GO:0016740,membrane|transferase activity,https://www.uniprot.org/uniprotkb/V8R0F6
V8R7E7,NA,NA,https://www.uniprot.org/uniprotkb/V8R7E7
V8QZJ2,NA,NA,https://www.uniprot.org/uniprotkb/V8QZJ2
V8R6S7,NA,NA,https://www.uniprot.org/uniprotkb/V8R6S7
V8RCH1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8RCH1
V8R649,NA,NA,https://www.uniprot.org/uniprotkb/V8R649
V8R830,NA,NA,https://www.uniprot.org/uniprotkb/V8R830
V8R5L1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R5L1
V8R6S2,GO:0003824,catalytic activity,https://www.uniprot.org/uniprotkb/V8R6S2
V8R8U2,GO:0003677|GO:0006355,DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/V8R8U2
V8R225,GO:0016020|GO:0000155|GO:0046983,membrane|phosphorelay sensor kinase activity|protein dimerization activity,https://www.uniprot.org/uniprotkb/V8R225
V8R427,NA,NA,https://www.uniprot.org/uniprotkb/V8R427
V8R7U1,NA,NA,https://www.uniprot.org/uniprotkb/V8R7U1
V8QZI8,NA,NA,https://www.uniprot.org/uniprotkb/V8QZI8
V8RE28,NA,NA,https://www.uniprot.org/uniprotkb/V8RE28
V8R3Y1,NA,NA,https://www.uniprot.org/uniprotkb/V8R3Y1
V8RCI1,NA,NA,https://www.uniprot.org/uniprotkb/V8RCI1
V8REW5,NA,NA,https://www.uniprot.org/uniprotkb/V8REW5
V8QXZ1,NA,NA,https://www.uniprot.org/uniprotkb/V8QXZ1
V8R429,NA,NA,https://www.uniprot.org/uniprotkb/V8R429
V8R6B8,NA,NA,https://www.uniprot.org/uniprotkb/V8R6B8
V8R5S2,NA,NA,https://www.uniprot.org/uniprotkb/V8R5S2
V8R945,NA,NA,https://www.uniprot.org/uniprotkb/V8R945
V8R9L7,NA,NA,https://www.uniprot.org/uniprotkb/V8R9L7
V8R4I6,NA,NA,https://www.uniprot.org/uniprotkb/V8R4I6
V8R5V9,NA,NA,https://www.uniprot.org/uniprotkb/V8R5V9
V8R4S4,NA,NA,https://www.uniprot.org/uniprotkb/V8R4S4
V8RCI5,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8RCI5
V8R6C3,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R6C3
V8R0L2,GO:0003676,nucleic acid binding,https://www.uniprot.org/uniprotkb/V8R0L2
V8R0N2,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/V8R0N2
A0A7U9CWI3,GO:0006749|GO:0004364,glutathione metabolic process|glutathione transferase activity,https://www.uniprot.org/uniprotkb/A0A7U9CWI3
A0A7U9GR14,GO:0015528|GO:0005886|GO:0030395,lactose:proton symporter activity|plasma membrane|lactose binding,https://www.uniprot.org/uniprotkb/A0A7U9GR14
A0A7U9CKV6,GO:0005509|GO:0005576,calcium ion binding|extracellular region,https://www.uniprot.org/uniprotkb/A0A7U9CKV6
A0A7U9CQ93,GO:0009425|GO:0071978,bacterial-type flagellum basal body|bacterial-type flagellum-dependent swarming motility,https://www.uniprot.org/uniprotkb/A0A7U9CQ93
A0A7U9GR91,GO:0015562|GO:1990281|GO:0005886,efflux transmembrane transporter activity|efflux pump complex|plasma membrane,https://www.uniprot.org/uniprotkb/A0A7U9GR91
A0A7U9CMU0,GO:0016020|GO:0016757|GO:0030246|GO:0005975,membrane|glycosyltransferase activity|carbohydrate binding|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/A0A7U9CMU0
A0A7U9CJJ1,GO:0003677|GO:0006310|GO:0015074,DNA binding|DNA recombination|DNA integration,https://www.uniprot.org/uniprotkb/A0A7U9CJJ1
A0A7U9GU52,GO:0005525|GO:0042254|GO:0043022,GTP binding|ribosome biogenesis|ribosome binding,https://www.uniprot.org/uniprotkb/A0A7U9GU52
A0A7U9CQ13,GO:0006660|GO:0016020|GO:0004622|GO:0047372|GO:0052651,phosphatidylserine catabolic process|membrane|lysophospholipase activity|monoacylglycerol lipase activity|monoacylglycerol catabolic process,https://www.uniprot.org/uniprotkb/A0A7U9CQ13
A0A7U9CMA4,GO:0034338,short-chain carboxylesterase activity,https://www.uniprot.org/uniprotkb/A0A7U9CMA4
A0A7U9GTP7,GO:0002953|GO:0005737|GO:0046872,5'-deoxynucleotidase activity|cytoplasm|metal ion binding,https://www.uniprot.org/uniprotkb/A0A7U9GTP7
A0A7U9CJJ3,GO:0000270|GO:0043164|GO:0005886,peptidoglycan metabolic process|Gram-negative-bacterium-type cell wall biogenesis|plasma membrane,https://www.uniprot.org/uniprotkb/A0A7U9CJJ3
A0A7U9CRG7,GO:0043590|GO:0009307|GO:0015666|GO:0003677,bacterial nucleoid|DNA restriction-modification system|restriction endodeoxyribonuclease activity|DNA binding,https://www.uniprot.org/uniprotkb/A0A7U9CRG7
A0A7U9GTV8,GO:0016020|GO:0006880|GO:0030026|GO:0005381|GO:0005384,membrane|intracellular sequestering of iron ion|intracellular manganese ion homeostasis|iron ion transmembrane transporter activity|manganese ion transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A7U9GTV8
A0A7U9CPZ2,GO:0016757,glycosyltransferase activity,https://www.uniprot.org/uniprotkb/A0A7U9CPZ2
A0A7U9GTP3,GO:0004844|GO:0008263|GO:0006285,"uracil DNA N-glycosylase activity|pyrimidine-specific mismatch base pair DNA N-glycosylase activity|base-excision repair, AP site formation",https://www.uniprot.org/uniprotkb/A0A7U9GTP3
A0A7U9GS82,GO:0010349|GO:0070485|GO:0045290|GO:0019853|GO:0005829,"L-galactose dehydrogenase activity|dehydro-D-arabinono-1,4-lactone biosynthetic process|D-arabinose 1-dehydrogenase [NAD(P)+] activity|L-ascorbic acid biosynthetic process|cytosol",https://www.uniprot.org/uniprotkb/A0A7U9GS82
A0A7U9CRC7,GO:0016491|GO:0017000,oxidoreductase activity|antibiotic biosynthetic process,https://www.uniprot.org/uniprotkb/A0A7U9CRC7
A0A7U9CSZ1,GO:0009279|GO:0038023|GO:0015344,cell outer membrane|signaling receptor activity|siderophore uptake transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A7U9CSZ1
A0A7U9GRQ3,GO:0005886|GO:0042910,plasma membrane|xenobiotic transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A7U9GRQ3
A0A7U9CWG1,GO:0003934,GTP cyclohydrolase I activity,https://www.uniprot.org/uniprotkb/A0A7U9CWG1
A0A7U9CQW6,GO:0036503,ERAD pathway,https://www.uniprot.org/uniprotkb/A0A7U9CQW6
A0A7U9CM96,GO:0003824|GO:0031177|GO:0005829|GO:0043041|GO:0044550,catalytic activity|phosphopantetheine binding|cytosol|amino acid activation for nonribosomal peptide biosynthetic process|secondary metabolite biosynthetic process,https://www.uniprot.org/uniprotkb/A0A7U9CM96
A0A7U9GRU7,GO:0000987|GO:0015643|GO:0006351|GO:0006355|GO:0044010,cis-regulatory region sequence-specific DNA binding|toxic substance binding|DNA-templated transcription|regulation of DNA-templated transcription|single-species biofilm formation,https://www.uniprot.org/uniprotkb/A0A7U9GRU7
A0A7U9GU05,GO:0036503,ERAD pathway,https://www.uniprot.org/uniprotkb/A0A7U9GU05
A0A7U9CUF7,GO:0009055|GO:0005886|GO:0020037|GO:0022904,electron transfer activity|plasma membrane|heme binding|respiratory electron transport chain,https://www.uniprot.org/uniprotkb/A0A7U9CUF7
A0A7U9CMS1,GO:0004332|GO:0005829|GO:0030388|GO:0006096,"fructose-bisphosphate aldolase activity|cytosol|fructose 1,6-bisphosphate metabolic process|glycolytic process",https://www.uniprot.org/uniprotkb/A0A7U9CMS1
A0A7U9CMT1,GO:0003700|GO:0003677|GO:0005829,DNA-binding transcription factor activity|DNA binding|cytosol,https://www.uniprot.org/uniprotkb/A0A7U9CMT1
A0A7U9CNR7,GO:0000155|GO:0003677|GO:0006355|GO:0009927,phosphorelay sensor kinase activity|DNA binding|regulation of DNA-templated transcription|histidine phosphotransfer kinase activity,https://www.uniprot.org/uniprotkb/A0A7U9CNR7
A0A7U9CR17,GO:0000271|GO:0030170|GO:0019180,"polysaccharide biosynthetic process|pyridoxal phosphate binding|dTDP-4-amino-4,6-dideoxygalactose transaminase activity",https://www.uniprot.org/uniprotkb/A0A7U9CR17
A0A7U9GRU3,GO:0016787|GO:0016831|GO:1901360|GO:0019748|GO:0005829,hydrolase activity|carboxy-lyase activity|obsolete organic cyclic compound metabolic process|secondary metabolic process|cytosol,https://www.uniprot.org/uniprotkb/A0A7U9GRU3
A0A7U9GT70,GO:0015562|GO:0005886|GO:0042910,efflux transmembrane transporter activity|plasma membrane|xenobiotic transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A7U9GT70
